Datetime,Tweet Id,text,usernames,Stomach,Place,text_lemme,top_emotion,top_emotion_score,second_emotion,second_emotion_score,third_emotion,third_emotion_score
2022-04-26 05:14:03 + 00:00,1.52E+18,"The benevolent should quickly experience the Buddha and Bodhisattva's “silent rhetoric” to all life 😷 Enter the Rengga Sutra: Great Wisdom! Change consciousness, so break the law and get in the way of karma. 
https://t.co/N54WUw6ukE

 Amitabha like the Paramitabha Heart Sutra like the Paramitta Heart Sutra Heart Sutra Heart Sutra Amitabha Kannon Bodhisattva Heartsutra Manjushri Shakyamuni Buddha Buddha Buddha Buddha Buddha Buddha Amitabha Pandemic Amitabha Amitabha the closure of the city https://t.co/9iFRMZ2aWF",Holiday5203,,,benevolent quickly experience buddha bodhisattva s “ silent rhetoric ” life 😷 enter rengga sutra great wisdom ! change consciousness break law way karma http t n54wuw6uke amitabha like paramitabha heart sutra like paramitta heart sutra heart sutra heart sutra amitabha kannon bodhisattva heartsutra manjushri shakyamuni buddha buddha buddha buddha buddha buddha amitabha pandemic amitabha amitabha closure city http t 9ifrmz2awf,neutral,0.926659644,approval,0.055602226,admiration,0.004507706
2022-04-26 04:58:03 + 00:00,1.52E+18,"@zhrmghgv5 @guyunwei @LiWanLing168 @lucy51888768 To be honest with you, I'll just be sympathetic to you... 
First, there is
 no democracy in politics, Emperor Xi said anything,
 second, it's not good to look too far at the world, your family's income is really low, your third education has no level, two nonstop words, then the east and west will not divide the
 fourth military, and there will be no courage and a storm
 in the fourth military, not even understanding the content of
 his own equipment, the fifth is mentally satisfied with thinking that the sixth epidemic will not be managed by martial law, the sixth epidemic will not be managed",Balcon6680,,,zhrmghgv5 guyunwei liwanling168 lucy51888768 honest ll sympathetic first is democracy politics emperor xi said second s good look far world family s income low education level nonstop word east west divide the fourth military courage storm fourth military understanding content of equipment fifth mentally satisfied thinking sixth epidemic managed martial law sixth epidemic managed,approval,0.997286558,admiration,0.000632721,neutral,0.0005401
2022-04-26 04:54:21 + 00:00,1.52E+18,"@roses633633 @wenyunchao that's not true, it's just that the regional epidemic has severely closed down the city, and there's no state of hunger. I have food and am very rich. The land is rich and rich, and we support each other. Much of the online spread is malicious and false publicity",Xiaopang v1,,,roses633633 wenyunchao s true s regional epidemic severely closed city s state hunger food rich land rich rich support online spread malicious false publicity,optimism,0.983905137,approval,0.004454968,neutral,0.003228103
2022-04-26 04:44:45 + 00:00,1.52E+18,"The “Shanghai Doom” has led to a shopping frenzy in Beijing, and mouthpieces are also hoarding goods; why did Zhang Wenhong appear in the party media? Research has proven that the closure of the city did not help reduce the epidemic! Musk took down Twitter, another war other than the commercial war. | Far-sighted quick review Tang Jingyuan |... https://t.co/YZj0VGbX9x from @YouTube",zhANying6719,,,“ shanghai doom ” led shopping frenzy beijing mouthpiece hoarding good zhang wenhong appear party medium research proven closure city help reduce epidemic ! musk took twitter war commercial war | far sighted quick review tang jingyuan | http t yzj0vgbx9x youtube,optimism,0.991563439,desire,0.002805844,neutral,0.001594982
2022-04-26 04:33:31 + 00:00,1.52E+18,"@ChineseWSJ hahaha, this is the same as the CCP refuting rumors about the epidemic and the closure of the city. It proved that your judgment was correct. Hurry up and sell off your RMB assets. If it's too late, even the ruble will be worse. 😂",LTRTABXY,,,chinesewsj hahaha ccp refuting rumor epidemic closure city proved judgment correct hurry sell rmb asset s late ruble worse 😂,neutral,0.971687555,approval,0.018617805,amusement,0.005045344
2022-04-26 04:29:09 + 00:00,1.52E+18,"[The longest blockade was 160 days, and these cities have almost been forgotten] In order to prevent and control imported outbreaks from abroad, China's small border towns have been locked down for a long time. As of late April 2022, Ruili in Yunnan has been closed down intermittently for 160 days; Suifenhe in Heilongjiang has been closed down for nearly 90 days; and Dongxing in Guangxi has been closed down for 60 days. https://t.co/eXQsMlPBBw",limingvindx7286,,,longest blockade 160 day city forgotten order prevent control imported outbreak abroad china s small border town locked long time late april 2022 ruili yunnan closed intermittently 160 day suifenhe heilongjiang closed nearly 90 day dongxing guangxi closed 60 day http t exqsmlpbbw,approval,0.982939124,realization,0.008879103,neutral,0.005538675
2022-04-26 04:26:40 + 00:00,1.52E+18,"The “Shanghai Doom” has led to a shopping frenzy in Beijing, and mouthpieces are also hoarding goods; why did Zhang Wenhong appear in the party media? Research has proven that the closure of the city did not help reduce the epidemic! Musk took down Twitter, another war other than the commercial war. | Far-sighted quick review Tang Jingyuan |... https://t.co/4LuoiRH4R6 from @YouTube",Dajueli,,,“ shanghai doom ” led shopping frenzy beijing mouthpiece hoarding good zhang wenhong appear party medium research proven closure city help reduce epidemic ! musk took twitter war commercial war | far sighted quick review tang jingyuan | http t 4luoirh4r6 youtube,optimism,0.990639687,approval,0.003880651,neutral,0.001860253
2022-04-26 04:20:53 + 00:00,1.52E+18,"[Kojima Namibuki] Why can Shanghai's anti-epidemic policy be specific, why is the closure of Shanghai ineffective, and how will the Chinese epidemic end in the future https://t.co/dZJein7DoF via @YouTube",Qiangguoyouwo1,,,kojima namibuki shanghai s anti epidemic policy specific closure shanghai ineffective chinese epidemic end future http t dzjein7dof youtube,amusement,0.992147863,approval,0.002443842,neutral,0.002416778
2022-04-26 04:19:54 + 00:00,1.52E+18,"@wenjun7011 If the Chinese people don't rise from the good opportunities of this pandemic lockdown, then the only option left is this country's unique way of governing: Maoist style!",HimalayaReader,,,wenjun7011 chinese people t rise good opportunity pandemic lockdown option left country s unique way governing maoist style !,disapproval,0.944047511,disappointment,0.036278363,neutral,0.009051315
2022-04-26 04:02:00 + 00:00,1.52E+18,"[The Beijing epidemic heats up, Hu Xijin says there must be no closure of the city] On the 25th, Hu Xijin, the former editor-in-chief of the Chinese official media “Global Times”, wrote that the Shanghai epidemic has not improved, and the virus is now secretly spreading in Beijing. Once the Beijing epidemic gets out of control, the only last line of defense remains “global static management”, that is, the closure of the city, but Beijing must not reach that point. Last month, Shanghai epidemic prevention expert Wu Fan also said “no” to the closure of Shanghai at a press conference on the 26th. https://t.co/RPCMxSNCCW",Boxun,,,beijing epidemic heat hu xijin say closure city 25th hu xijin editor chief chinese official medium “ global time ” wrote shanghai epidemic improved virus secretly spreading beijing beijing epidemic get control line defense remains “ global static management ” closure city beijing reach point month shanghai epidemic prevention expert wu fan said “ no ” closure shanghai press conference 26th http t rpcmxsnccw,approval,0.996154249,disapproval,0.000933796,neutral,0.000654643
2022-04-26 04:00:15 + 00:00,1.52E+18,"First day of the closure of Baoding, Hebei! Your grandpa is still your grandpa, and Chinese aunt can't do it either! For a cabbage, as for that? Outbreak Bauding, Hebei Province The First Day of Lockdown! Your Uncle Is Still Your Uncle, and Daredevil Can Chinese Aunts! For a cabbage, is it? Saves https://t.co/8EsJuXouGj",DaningWang1,,,day closure baoding hebei ! grandpa grandpa chinese aunt t either ! cabbage outbreak bauding hebei province day lockdown ! uncle uncle daredevil chinese aunt ! cabbage save http t 8esjuxougj,approval,0.997670352,admiration,0.00043088,neutral,0.000214966
2022-04-26 04:00:00 + 00:00,1.52E+18,"Will Beijing also be closed down... 

Report the international outbreak, Beijing, China, Beijing, Shanghai, the Shanghai epidemic, the closure of the city, China Omicron

 https://t.co/F9V1cmh98k",upmedia_tw,,,beijing closed report international outbreak beijing china beijing shanghai shanghai epidemic closure city china omicron http t f9v1cmh98k,approval,0.994908392,amusement,0.002787176,neutral,0.000446065
2022-04-26 03:50:35 + 00:00,1.52E+18,"//Beijing has actually increased by dozens
 compared to previous outbreaks
 in Beijing,
 but the Beijing people's panic is unprecedented.
 All sides are talking about sufficient supplies, no need to stock up,
 or are you talking about you? I hoarded my online
 purchases, the offline ones,
 and the endless flow of the
 situation in Shanghai frightened the people of Beijing in horror, not to mention how terrible the virus was, not to mention the
 closure of the city, it was really scary",newsm2005,,,beijing actually increased dozen compared previous outbreak beijing beijing people s panic unprecedented side talking sufficient supply need stock talking hoarded online purchase offline one endless flow the situation shanghai frightened people beijing horror mention terrible virus mention the closure city scary,neutral,0.98193568,nervousness,0.008444117,fear,0.002756944
2022-04-26 03:47:29 + 00:00,1.52E+18,"The Hangzhou epidemic was severely controlled and upgraded, and even entire buildings and even entire neighborhoods were sent to the suburbs or even surrounding areas for quarantine. Clear the game and play word games. The latest outbreak in Hangzhou | China's epidemic out of control | China's outbreak | China's epidemic spreading | Hangzhou epidemic | Shanghai epidemic | Guangzhou epidemic | Jilin epidemic | Beijing closure | Hangzhou closure
 https://t.co/nkjxtoXJoV",Zaiyeshuo,,,hangzhou epidemic severely controlled upgraded entire building entire neighborhood sent suburb surrounding area quarantine clear game play word game latest outbreak hangzhou | china s epidemic control | china s outbreak | china s epidemic spreading | hangzhou epidemic | shanghai epidemic | guangzhou epidemic | jilin epidemic | beijing closure | hangzhou closure http t nkjxtoxjov,approval,0.991598129,optimism,0.005002572,neutral,0.000734769
2022-04-26 03:36:45 + 00:00,1.52E+18,"[Shuangbei are freak brothers, extremely ill]
. 

People who received the vaccine last year were not common enough. When strict control was needed,
 Bai Lanzai ➜ insisted on the closure of the city and the Taiwanese version of the war
. 
The vaccine penetration rate has increased this year, and
 Bai Lan Zai complains ➜ Everyone coexists, and we also need to lift the blockade
. 
Over the past few days, the epidemic has risen, and
 Bai Lanzai has changed his mind again ➜ The government made a joke about why it was unblocked
. 
You're just kidding,
 your whole family is joking is even funnier
 than the whole family changing the welcome bell https://t.co/Zhv54R0jG2",SpectatorTW,,,shuangbei freak brother extremely ill people received vaccine year common strict control needed bai lanzai ➜ insisted closure city taiwanese version war the vaccine penetration rate increased year and bai lan zai complains ➜ coexists need lift blockade over past day epidemic risen and bai lanzai changed mind ➜ government joke unblocked you kidding family joking funnier family changing welcome bell http t zhv54r0jg2,neutral,0.506292164,joy,0.482912481,amusement,0.002989914
2022-04-26 03:22:28 + 00:00,1.52E+18,"I've stepped on the tail of a Shanghainese person after the epidemic. Since the epidemic, this guy has had to come out and point out any problems in Shanghai and blame others. Shanghai is right, it's all the fault of people like you. If Shanghai were as good as you said, wouldn't it have ended the closure of the city a long time ago; why hasn't it been there until now? Is Shanghai unspeakable? What's more, everything I'm saying is true. I like Shanghai, but only Shanghainese people! You can only block this kind of product!",Pemazongmo,,,ve stepped tail shanghainese person epidemic epidemic guy come point problem shanghai blame shanghai right s fault people like shanghai good said wouldn t ended closure city long time ago hasn t shanghai unspeakable s m saying true like shanghai shanghainese people ! block kind product !,approval,0.995296299,realization,0.001730119,neutral,0.000671729
2022-04-26 03:16:19 + 00:00,1.52E+18,@dx23th @VOAChinese You wouldn't think the closure of the city was really due to the pandemic.?,mmpIvMW3BF5IQNG,,,dx23th voachinese wouldn t think closure city pandemic,disapproval,0.830485582,approval,0.155403525,neutral,0.006935047
2022-04-26 03:12:13 + 00:00,1.52E+18,"@lg19901213 Singapore has a population of 5 million. There are mask regulations that are more strictly enforced than Beijing, and there are government apps that track everyone's trajectory. It can be said that everything other than the closure of the city was achieved. At the peak of the epidemic in Singapore, more than a dozen people died a day. China is 200 times the size of Singapore, and the level of vaccines and medical care is far worse (the elderly in Singapore all get Pfizer/moderna). If they coexist, they will die 1w+ a day during the peak period",BaronofChengdu,,,lg19901213 singapore population 5 million mask regulation strictly enforced beijing government apps track s trajectory said closure city achieved peak epidemic singapore dozen people died day china 200 time size singapore level vaccine medical care far worse elderly singapore pfizer moderna coexist die 1w+ day peak period,sadness,0.874393523,approval,0.098801233,neutral,0.008190117
2022-04-26 02:56:21 + 00:00,1.52E+18,"The closure of the city due to the epidemic ❌
 martial law or coup ✅",shoukaku999,,,closure city epidemic ❌ martial law coup ✅,curiosity,0.54550761,annoyance,0.097708628,sadness,0.090411618
2022-04-26 02:44:19 + 00:00,1.52E+18,"[Boy's Commentary] The escalation of the epidemic in Beijing is now showing signs of a city closure. All people in Chaoyang District have nucleic acid, some villages and towns have been blocked, and supermarket supplies are sold out! Will Shanghai's grief be repeated again? The official media are still misleading the public... https://t.co/dVxbmGnWQm via @YouTube",Anthony Ellen,,,boy s commentary escalation epidemic beijing showing sign city closure people chaoyang district nucleic acid village town blocked supermarket supply sold out ! shanghai s grief repeated official medium misleading public http t dvxbmgnwqm youtube,neutral,0.700808227,disappointment,0.279581487,sadness,0.005294651
2022-04-26 02:33:04 + 00:00,1.52E+18,"As long as they were negative, they didn't live apart during the closure of the city. The obvious goal was just to make the number of people living apart in New Taipei... But he didn't expect that the negative one was just that there were no cases yet. Instead, the rampage might cause more people to be diagnosed, leading to the number of people living in isolation not falling as expected... 

Unless he really wants to coexist with the virus, I think his actions will only worsen the epidemic in surrounding counties and cities and put a greater burden on the epidemic prevention personnel...",NintendoGC,,,long negative t live apart closure city obvious goal number people living apart new taipei t expect negative case instead rampage cause people diagnosed leading number people living isolation falling expected unless want coexist virus think action worsen epidemic surrounding county city greater burden epidemic prevention personnel,optimism,0.989647686,realization,0.003487327,neutral,0.001228234
2022-04-26 02:13:50 + 00:00,1.52E+18,"The COVID-19 epidemic in Shanghai is not over yet, and the Beijing epidemic is suddenly heating up again. Officials set it as “the situation is urgent, the situation is serious.” Some local residents have already begun buying groceries and hoarding food to prevent Beijing from closing down like Shanghai. When do you think the Chinese epidemic will ease and be lifted?",jspsteeler,,,covid 19 epidemic shanghai beijing epidemic suddenly heating official set “ the situation urgent situation ” local resident begun buying grocery hoarding food prevent beijing closing like shanghai think chinese epidemic ease lifted,approval,0.975015938,desire,0.011340126,neutral,0.004648977
2022-04-26 02:04:21 + 00:00,1.52E+18,"Focus on whether the Hangzhou epidemic is rapidly rebounding and spreading, or is the city closed down",CCSSDDEE,,,focus hangzhou epidemic rapidly rebounding spreading city closed,optimism,0.994231582,approval,0.001766952,neutral,0.00130445
2022-04-26 01:45:03 + 00:00,1.52E+18,The closure of the Beijing epidemic has begun https://t.co/HhSgTI7lk0,ez2p8,,,closure beijing epidemic begun http t hhsgti7lk0,realization,0.852621317,approval,0.107295468,neutral,0.035651263
2022-04-26 01:42:57 + 00:00,1.52E+18,"@ltntw Xiao Ying warned Taiwan's green animals that frogs won the CCP's cognitive war conspiracy. People with respiratory symptoms can just go to pharmacies to buy as much medicine as they can. If they don't go to screening to increase the confirmed diagnosis rate in Taiwan, if the confirmed diagnosis rate rises, the city will be closed down; like this, Taiwan's economy will be over! Hold on to the Taiwanese people. Currently, the head of central Afghanistan is helping to revise the epidemic data. No matter how many people die in Taiwan, there will be no closure of the city; Taiwan is in full swing! https://t.co/TnObacxL6U",h1clicgHowsuwxf,,,ltntw xiao ying warned taiwan s green animal frog won ccp s cognitive war conspiracy people respiratory symptom pharmacy buy medicine t screening increase confirmed diagnosis rate taiwan confirmed diagnosis rate rise city closed like taiwan s economy over ! hold taiwanese people currently head central afghanistan helping revise epidemic data matter people die taiwan closure city taiwan swing ! http t tnobacxl6u,approval,0.997005284,admiration,0.001011688,neutral,0.000430901
2022-04-26 01:41:23 + 00:00,1.52E+18,"@LotusHe520 When the government cut chives, it began with the closure of first-tier cities to hunt for sheep.",Kyokyo1,,,lotushe520 government cut chive began closure tier city hunt sheep,approval,0.993605614,admiration,0.002360846,neutral,0.001288514
2022-04-26 01:40:01 + 00:00,1.52E+18,"Another outbreak of the epidemic in Beijing, people panicked and asked each other: Have you stocked up? 

The CCP virus (Wuhan virus, coronavirus) has once again invaded Beijing. On April 25, the Beijing Epidemic Prevention and Control Office announced that there have been new local cases in 8 districts. People are worried that Beijing will close the city and are starting to hoard supplies. 

https://t.co/BUyWWP1yn9",Dajiyuan,,,outbreak epidemic beijing people panicked asked stocked the ccp virus wuhan virus coronavirus invaded beijing april 25 beijing epidemic prevention control office announced new local case 8 district people worried beijing close city starting hoard supply http t buywwp1yn9,neutral,0.938251257,nervousness,0.030004228,fear,0.015375019
2022-04-26 01:30:00 + 00:00,1.52E+18,"[Epidemic Prevention and Control] China's lockdown intensifies global inflation and concerns that the US and European banks may be forced to be more aggressive in tightening policies
 https://t.co/aeNS0iwCto

 Investors on Monday were surprised that Beijing might eventually be closed down. Market concerns about the supply chain driving inflation further heated up, driving higher US and European bonds. “Inflation is what investors are most concerned about. The situation in China will further increase inflationary pressure,” said Janet Mui, Head of Market Analysis at Brewin Dolphin. https://t.co/qq5jJqmsUU",BloombergBWcn,,,epidemic prevention control china s lockdown intensifies global inflation concern european bank forced aggressive tightening policy http t aens0iwcto investor monday surprised beijing eventually closed market concern supply chain driving inflation heated driving higher european bond “ inflation investor concerned situation china increase inflationary pressure ” said janet mui head market analysis brewin dolphin http t qq5jjqmsuu,neutral,0.980731428,realization,0.011482972,surprise,0.002906734
2022-04-26 01:14:59 + 00:00,1.52E+18,"After the closure of the city,

 rice pots were emptied,
 refrigerators were

 emptied, and wallets
 were cleared, but the epidemic in China still hasn't been cleared. 

China's extreme closure of the CCP is staging a purse clearing campaign | Shanghai | Clearance Policy | Beijing | Epoch Times https://t.co/tEgNBBxA6c",ynsuper1,,,closure city rice pot emptied refrigerator were emptied wallet cleared epidemic china hasn t cleared china s extreme closure ccp staging purse clearing campaign | shanghai | clearance policy | beijing | epoch time http t tegnbbxa6c,approval,0.996967018,sadness,0.000615087,neutral,0.000571857
2022-04-26 01:12:33 + 00:00,1.52E+18,"Since the closure of the city of Shanghai, it has been continuously reported online that people have committed suicide due to financial and mental stress. Yang Jingduan, an expert in spiritual and integrative medicine from Pennsylvania, said that this reflects a terrifying state of existence for the whole society. It is a continuation of the methods of the Cultural Revolution, using the epidemic to meet political needs. Let's talk about current events full version https://t.co/DuSmbRD4Yb https://t.co/hGUOQ5mWPz",Luoshang1,,,closure city shanghai continuously reported online people committed suicide financial mental stress yang jingduan expert spiritual integrative medicine pennsylvania said reflects terrifying state existence society continuation method cultural revolution epidemic meet political need let s talk current event version http t dusmbrd4yb http t hguoq5mwpz,fear,0.900703371,sadness,0.07023403,neutral,0.007346406
2022-04-26 00:56:42 + 00:00,1.52E+18,"The extreme clean-up of cities and blockages in logistics are not only not in line with scientific epidemic prevention, but are also making it difficult for people to survive! Many patients are not treated in a timely manner or are struggling to die! The elimination of zero under extreme mindsets will cause a secondary disaster worse than the epidemic itself! What's more, there are people who use the false red gene to play with politics and pass on their big Spring and Autumn dreams! It completely wastes the bottom line of life for personal gain and undermines the scientific fight against the epidemic and normal life",Wulanyijin,,,extreme clean city blockage logistics line scientific epidemic prevention making difficult people survive ! patient treated timely manner struggling die ! elimination zero extreme mindset cause secondary disaster worse epidemic itself ! s people use false red gene play politics pas big spring autumn dream ! completely waste line life personal gain undermines scientific fight epidemic normal life,neutral,0.87035352,disappointment,0.102694273,sadness,0.007243914
2022-04-26 00:43:11 + 00:00,1.52E+18,"@GMPLY5555 The essential problem is, the gang of people messed up in the beginning. Either you said I just didn't want to close the city; it was anti-liberal. Actually, the anti-vaccine logic in Western countries was this. This group of people talked too much in the beginning. They didn't expect the epidemic to spread to Western countries and so many people died. Their reason for opposing the closure of the city was a slap in the face",wmdztsxcdh14725,,,gmply5555 essential problem gang people messed beginning said t want close city anti liberal actually anti vaccine logic western country group people talked beginning t expect epidemic spread western country people died reason opposing closure city slap face,approval,0.992008209,sadness,0.002845168,neutral,0.001440821
2022-04-26 00:32:33 + 00:00,1.52E+18,"White House essentials: Biden nominates an ambassador to Ukraine, the US will restart the Kyiv embassy and give another 300 million military aid; White House: Ready for supply chain impacts in Beijing and other regions due to the closure of the city due to the closure of the city due to the epidemic https://t.co/pHjCF4TvUn https://t.co/GkCXvdPYIp",MingjingNews,,,white house essential biden nominates ambassador ukraine restart kyiv embassy 300 million military aid white house ready supply chain impact beijing region closure city closure city epidemic http t phjcf4tvun http t gkcxvdpyip,approval,0.992089748,amusement,0.005347978,neutral,0.00057017
2022-04-26 00:30:49 + 00:00,1.52E+18,"Regarding the epidemic, I am very supportive of the government's eagerness to
 contain it, but is the practice of

 closing down cities and communities at

 every turn too violent? This will cause many people to lose their jobs and cause social unrest. I don't know what kind of game the government is playing chess, so I can't see clearly. I just want to be able to work well. If I can't even live a good life, then how many people in society won't be able to live a good life? https://t.co/K3sQtu2OcL",Andy520zhu,,,epidemic supportive government s eagerness to contain practice of closing city community at turn violent cause people lose job cause social unrest t know kind game government playing chess t clearly want able work t live good life people society won t able live good life http t k3sqtu2ocl,neutral,0.541925251,sadness,0.38174665,desire,0.030542811
2022-04-26 00:27:25 + 00:00,1.52E+18,"According to reports, Ruili in Yunnan has been closed down continuously for a year. Sometimes it is controlled and managed, sometimes it is isolated at home, and sometimes it is resting at home. Since the outbreak of the epidemic three years ago, the citizens of Ruili have experienced nine city closures, more than 160 days, and at least 130 nucleic acids before and after. https://t.co/LeQwZDWacp",OnoLMoko,,,according report ruili yunnan closed continuously year controlled managed isolated home resting home outbreak epidemic year ago citizen ruili experienced city closure 160 day 130 nucleic acid http t leqwzdwacp,realization,0.964550376,sadness,0.01542686,neutral,0.007854477
2022-04-26 00:27:14 + 00:00,1.52E+18,"🔥 Watch the first broadcast 👉 https://t.co/l6TNt1YIMw

 🔥💥 “Shanghai Fury” sparked a shopping frenzy in Beijing, and mouthpieces also hoarded goods; why did Zhang Wenhong appear in the party media? Research has proven that the closure of the city did not help reduce the epidemic! Musk took down Twitter, another war other than the commercial war. | Farsighted by Tang Jingyuan | 2022.4.25|【Comment】https://t.co/i08qFW2cB9",zhihui999,,,🔥 watch broadcast 👉 http t l6tnt1yimw 🔥💥 “ shanghai fury ” sparked shopping frenzy beijing mouthpiece hoarded good zhang wenhong appear party medium research proven closure city help reduce epidemic ! musk took twitter war commercial war | farsighted tang jingyuan | 2022 4 25|【comment】https t i08qfw2cb9,desire,0.919762671,amusement,0.026968945,neutral,0.024076011
2022-04-26 00:16:03 + 00:00,1.52E+18,"From the perspective of the world economy,

 any loss in production, such as the Russian-Ukrainian war, unusable land, the need to restart infrastructure, or the epidemic, city closure, etc.,

 will cause overall production to decline and will have the effect of inflation. As long as there is a loss in production and the politician is not God's situation, prices will rise, and inflation will become more severe",KentoHize,,,perspective world economy loss production russian ukrainian war unusable land need restart infrastructure epidemic city closure cause overall production decline effect inflation long loss production politician god s situation price rise inflation severe,approval,0.993184745,desire,0.001952523,neutral,0.001228275
2022-04-26 00:04:20 + 00:00,1.52E+18,"White House essentials: Biden nominates an ambassador to Ukraine, the US will restart the Kyiv embassy and give another 300 million military aid; White House: Ready for supply chain shocks in Beijing and other regions due to the closure of the city due to the closure of the city https://t.co/XhRh2Inv3Y via @voachinese",VOAYYH,,,white house essential biden nominates ambassador ukraine restart kyiv embassy 300 million military aid white house ready supply chain shock beijing region closure city closure city http t xhrh2inv3y voachinese,approval,0.99606353,realization,0.00166232,neutral,0.000728374
2022-04-26 00:00:07 + 00:00,1.52E+18,"The boundaries of city closures across China are blurred, and the situation of small and medium-sized cities is worrisome. As the

 epidemic spreads, Shanghai, a major city in China, continues to be closed down for a month, causing popular grievances to boil and world public opinion to pay attention. However, while the news continues to focus on first-tier cities, outsiders rarely notice that many small and medium-sized cities have already experienced long bans to varying degrees and round after round. What's the reason behind this? 

https://t.co/WOW9aZl7Tn",Wufanus,,,boundary city closure china blurred situation small medium sized city worrisome the epidemic spread shanghai major city china continues closed month causing popular grievance boil world public opinion pay attention news continues focus tier city outsider rarely notice small medium sized city experienced long ban varying degree round round s reason http t wow9azl7tn,approval,0.968681693,realization,0.014176843,neutral,0.008968055
2022-04-25 23:55:35 + 00:00,1.52E+18,"@wilsonlee2014 @Terenceshen The closure of Shanghai should have made Musk see the huge risk of bandit countries investing. After the epidemic, it wasn't Musk asking for the bandit country; it was the bandit country asking Musk to stay",Q7ordKVYXJBWVRF,,,wilsonlee2014 terenceshen closure shanghai musk huge risk bandit country investing epidemic wasn t musk asking bandit country bandit country asking musk stay,approval,0.991514564,disapproval,0.004061168,neutral,0.001598661
2022-04-25 23:48:31 + 00:00,1.52E+18,"04/25 Secret News The death toll from the Shanghai vaccine disaster has risen, and the epidemic prevention chaos continues. The Beijing epidemic has resumed, Beijing's Chaoyang has divided 14 containment zones, and people are frantically grabbing food. Auto chip factories are overwhelmed by the closure of Shanghai to move their business to Singapore. Refusing the cease-fire on Easter, the Russian army attacked Mariupol again

 https://t.co/Dw32qGyFaR",wanwan04451538,,,04 25 secret news death toll shanghai vaccine disaster risen epidemic prevention chaos continues beijing epidemic resumed beijing s chaoyang divided 14 containment zone people frantically grabbing food auto chip factory overwhelmed closure shanghai business singapore refusing cease easter russian army attacked mariupol again http t dw32qgyfar,sadness,0.946921825,optimism,0.022320995,neutral,0.010198185
2022-04-25 23:45:05 + 00:00,1.52E+18,"The reason for the static management of the city is definitely that the losses caused by static management are far lower than those caused by the unblocking. What is greater than the damage caused by the epidemic. There is only war confrontation and division, so the war is very close, or the divisive confrontation is very close.",xionpan1,,,reason static management city definitely loss caused static management far lower caused unblocking greater damage caused epidemic war confrontation division war close divisive confrontation close,approval,0.988654852,realization,0.0063783,neutral,0.001732149
2022-04-25 23:39:39 + 00:00,1.52E+18,The epidemic in China is getting worse. Where do you think the city should be closed down the most,yjpc007,,,epidemic china getting worse think city closed,annoyance,0.923772156,neutral,0.036685139,disgust,0.00932428
2022-04-25 23:29:14 + 00:00,1.52E+18,"White House essentials: Biden nominates an ambassador to Ukraine, the US will restart the Kyiv embassy and give another 300 million military aid; White House: Ready for supply chain impacts in Beijing and other regions due to the closure of the city due to the pandemic

 https://t.co/iAzJ06Cetl",VoaChinese,,,white house essential biden nominates ambassador ukraine restart kyiv embassy 300 million military aid white house ready supply chain impact beijing region closure city pandemic http t iazj06cetl,approval,0.983237505,disapproval,0.014034911,neutral,0.000529407
2022-04-25 23:21:03 + 00:00,1.52E+18,"(Video) White House Essentials: Biden nominates an ambassador to Ukraine, the US will restart the Kyiv embassy and give another 300 million military aid; White House: Ready for supply chain shocks in Beijing and other regions due to the closure of the city due to the pandemic https://t.co/5AN3v4Bo07",Voachina,,,video white house essential biden nominates ambassador ukraine restart kyiv embassy 300 million military aid white house ready supply chain shock beijing region closure city pandemic http t 5an3v4bo07,approval,0.994117618,amusement,0.003012393,neutral,0.000732119
2022-04-25 23:14:38 + 00:00,1.52E+18,"The Shanghai epidemic has not yet been brought under control, and the Beijing epidemic has broken out again. Officials claim that the virus hid its spread for a week, triggering purchases. Famous anchors also participated. Will Beijing follow suit again after Wuhan, Xi'an, and Shanghai? Why is the Communist Party of China, which calls itself “scientific socialism”, the president of science? Who is the driving force behind the closure of the city and the famine? 👇
 https://t.co/o47ndu0771 https://t.co/mDiOjXb2fF",Wenzhaocomment,,,shanghai epidemic brought control beijing epidemic broken official claim virus hid spread week triggering purchase famous anchor participated beijing follow suit wuhan xi shanghai communist party china call “ scientific socialism ” president science driving force closure city famine 👇 http t o47ndu0771 http t mdiojxb2ff,approval,0.968483508,sadness,0.014804159,neutral,0.005276869
2022-04-25 22:30:00 + 00:00,1.52E+18,"Since the closure of the city of Shanghai, it has been continuously reported online that people have committed suicide due to economic and mental stress. Yang Jingduan, an expert in spiritual and integrative medicine from Pennsylvania, said that this reflects a kind of terrorist survival situation for the entire community. It is a continuation of the methods of the Cultural Revolution, using the epidemic to meet political needs. Current Affairs Talk Full Version: https://t.co/7XftemJFOt https://t.co/8ACvRKvSnp",Voacantiness,,,closure city shanghai continuously reported online people committed suicide economic mental stress yang jingduan expert spiritual integrative medicine pennsylvania said reflects kind terrorist survival situation entire community continuation method cultural revolution epidemic meet political need current affair talk version http t 7xftemjfot http t 8acvrkvsnp,approval,0.995352864,realization,0.000741345,neutral,0.000735226
