referenced_tweets,context_annotations,author_id,id,text,edit_history_tweet_ids,entities.mentions,attachments.media_keys,in_reply_to_user_id,processed_text
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1546378261952864256,1636777130620010496,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636777130620010496'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1337881499320811520,1636776883605110785,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636776883605110785'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",2780012400,1636776463134343175,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636776463134343175'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",1593529217198788610,1636775937382703104,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636775937382703104'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",946841308131311616,1636775872828174336,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636775872828174336'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1600568549369602048,1636775870278017025,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636775870278017025'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1586195445780516865,1636775656234291201,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636775656234291201'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1634250899676602370'}]","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",1060573081935249409,1636775555747176450,"RT @EpochTV: Since #Covid19 forced the entire world to #Lockdown, the origins of the virus have always remained ambiguous.

The facts staye…",['1636775555747176450'],"[{'start': 3, 'end': 11, 'username': 'EpochTV', 'id': '1388194266833424387'}]",,,rt since forced entire world origins virus have always remained ambiguous facts staye
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",551580888,1636775457327661062,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636775457327661062'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",108342832,1636775449446715397,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636775449446715397'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",1490371146503577740,1636775428055547904,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636775428055547904'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",1679362640,1636775178104635392,"“A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place of worship for ignoring COVID-19 lockdown orders.”
https://t.co/NcV3UQVnW3",['1636775178104635392'],,,,church california is countersuing santa clara county after state imposed 2 8 million fines place worship ignoring covid 19 lockdown orders
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1303041213973622785,1636774974231834624,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636774974231834624'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1193516581051125760,1636774504050442244,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636774504050442244'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",32590089,1636774159416979456,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636774159416979456'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",32613706,1636773969293623297,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636773969293623297'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",714798179263221760,1636773519735373841,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636773519735373841'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1585961001127665665,1636772738911051776,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636772738911051776'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]",1582731779642793984,1636771705954926592,"New RCAP daily diary study investigates associations between daily social technology use, peer closeness, and emotional health in a risk-enriched sample of girls under #COVID-19 lockdown. Read it here! https://t.co/uf5qnUtxDV https://t.co/dF4VIIEM1u",['1636771705954926592'],,['3_1636771697746493440'],,new rcap daily diary study investigates associations between daily social technology use peer closeness emotional health risk enriched sample girls under 19 lockdown read it here
"[{'type': 'retweeted', 'id': '1636737675104231424'}]","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '861963262656565248', 'name': 'Ontario', 'description': 'Ontario'}}]",1362805552162701314,1636771639357587467,RT @jm_mcgrath: Wong-Tam notes today is the third anniversary of Ontario's first COVID-19 lockdown. https://t.co/AgY8XcGRhj,['1636771639357587467'],"[{'start': 3, 'end': 14, 'username': 'jm_mcgrath', 'id': '22283767'}]",['3_1636737671169994753'],,rt wong tam notes today is third anniversary ontarios first covid 19 lockdown
,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1466236020010016770', 'name': 'Ramadan'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696888568045569', 'name': 'Food & Beverage Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers.'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '831530561680191490', 'name': 'Cooking', 'description': 'Cooking/Baking'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '846736745517350912', 'name': 'Recipes', 'description': 'Recipies/Books'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '846736745517350912', 'name': 'Recipes', 'description': 'Recipies/Books'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1466236020010016770', 'name': 'Ramadan'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '846770344681627649', 'name': 'Cooking', 'description': 'Cooking Actions'}}]",3407717657,1636771203447914497,"Recipes for Ramadan: Taysir Ghazi's ful medames, four ways (https://t.co/xqTicKZWk8)

Recipes for Ramadan started in response to the first Covid-19 lockdown in 2020.

Add your highlights:
https://t.co/AHqysGBYax
 #cooking",['1636771203447914497'],,,,recipes ramadan taysir ghazis ful medames four ways recipes ramadan started response first covid 19 lockdown 2020 add your highlights
"[{'type': 'retweeted', 'id': '1636587627322408963'}]","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1292818305992949761', 'name': 'Bollywood'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303713579829399554', 'name': 'Bollywood actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1360327768957804546', 'name': 'Indian film industry'}}]",1473917697951875078,1636771086309416963,"RT @MahuaMoitraFans: Shocking:

Trailer of Rajkummar Rao, Bhumi Pednekar's Film on COVID-19 Lockdown Migration Taken Down from T-Series You…",['1636771086309416963'],"[{'start': 3, 'end': 19, 'username': 'MahuaMoitraFans', 'id': '1266855713764147202'}]",,,rt shocking trailer rajkummar rao bhumi pednekars film covid 19 lockdown migration taken down t series you
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1591067715459874816,1636770744888705048,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636770744888705048'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
