Datetime,Tweet Id,text,usernames,Stomach,Place
2022-04-25 08:23:26 + 00:00,1518505953510920192,"Having exchanged opinions on today's stock market crash with a local tycoon, he said, “It is estimated that the rebound of the Shanghai epidemic will be forced to close the city and that Beijing has begun to show signs of an outbreak, so it has frightened the market. But when Shanghai is over, the whole world will follow suit!” Currently, his loss is 63.5%, and the difference is 0.5%, so be nostalgic",MeMetaiwan,,
2022-04-25 08:21:00 + 00:00,1518505341448773633,"Another “Wilson Edwards” fake news incident! Last year, when the international community was held to account for the epidemic, the Party and country invented a Swiss biologist named “Wilson Edwards” to “denounce” the US as the source of the epidemic to blame foreign forces and divert the conflict. In the current climate of popular grievances caused by the barbaric closure of Omicron, it is the same method of operation to divert conflicts and blame foreign forces. This Pepsi Consulting company is completely unnecessary",truth8964_1,,
2022-04-25 08:14:48 + 00:00,1518503779578302465,"“The closure of Shanghai to stop the epidemic! Weaknesses in the global supply chain leaked out overnight?! The epidemic has impacted China! Is the world in a chain crisis?!》 [2022.04.24 “Dai-mukou Zenikan” Weekend Selection] https://t.co/3PPzcNFqoe @YouTubeより I
 mean.",KomatSken,,
2022-04-25 08:10:48 + 00:00,1518502774505603072,"[Iron Fist Clearing] The outbreak in Beijing has caused the city to be closed down, and residents of the capital are exchanging their inventory lists to save themselves. The recent outbreak of the Omicron epidemic in Beijing, the capital of China, has caused people in Beijing to worry that they will follow Shanghai's footsteps and fall into the quagmire of closure of the city. On Monday, there were people in Beijing divided https://t.co/k9d87TWSWf",RFachInese,,
2022-04-25 07:24:29 + 00:00,1518491118291365891,"@yjpc007 I think it's the last battle for rights! It has nothing to do with the great success of the epidemic. The epidemic is already a cover for all countries. The so-called harm is even more known to everyone. The death of Hong Kong and the closure of the city with great fanfare and Shanghai's economic closure was certainly suicide! Why is it ridiculous to seek stability with a broken arm like this! On the other hand, Shanghai, which has attracted a lot of international attention! Shanghai beyond Zhongnanhai!",adyyvmirh5wqq2y,,
2022-04-25 07:20:47 + 00:00,1518490186740826113,"[Shanghai Closure] Documenting the complete official blockade of the Shanghai city closure disaster: “Voice of April”, the creators of “Voice of April”, the short film “Voice of April” documenting various secondary disasters in Shanghai under the epidemic once went viral on various social platforms in China last Friday (22nd), but https://t.co/iI7FH3xfuz",RFachInese,,
2022-04-25 07:17:08 + 00:00,1518489270125748225,"Mei Kailin, 26, is a chef in Wuhan. When the Shanghai epidemic broke out at the end of March, Mei Kailin decided to quit her job as a chef and rushed to Shanghai to become a takeaway worker. When the city of Wuhan closed down, after eating instant noodles for five days, he received noodles and greens from riders supporting Shanghai. At that time, he thought about returning to Shanghai in the future. https://t.co/BQunXllOFv",CdTChinese,,
2022-04-25 07:16:12 + 00:00,1518489032753238017,"Everyone is lonely and weak. Every family is weak because they are old and young. This is the humane rule that humans need to take care of civilians and protect civilians. It is the responsibility of the government and everyone to keep them safe from disasters and hardships at any time. However, the current state of epidemic prevention is like the National Health and Health Commission's article to meet the National Congress of 20, use the epidemic to monopolize supply and loot people, and make epidemic prevention a predator is despicable!",Wulanyijin,,
2022-04-25 07:07:04 + 00:00,1518486735335956480,"Shanghai has been closed down for a few weeks due to the epidemic. In the meantime, there have been clashes between citizens and government personnel wearing white protective suits in different districts. A few days ago, there was an edited video
 that revealed the bitter situation of the closure of the city. The film called “The Sound of April” was reported by China Network

 IG @hillway .culture, the color revolution of Shanghai, the sound of April, the sound of the closure of the city, the foreign forces of Wuhan, the harsh government is worse than the epidemic, the Chinese virus comorbidities are worse than the outbreak of the Chinese virus, the CCPvirus https://t.co/Qa5HUdKCx9",t3n0tynpiq0ef0d,,
2022-04-25 07:06:34 + 00:00,1518486609880285185,"No, because now the market doesn't particularly care about monetary policy at all, but the blockade where the epidemic is spreading! 

A large part of today's decline in A-shares came as a result of Beijing's closure of the city. The current situation in Beijing is very embarrassing. The CCP hasn't officially announced it yet, and the market has already calculated prices ahead of schedule!",Rumoreconomy,,
2022-04-25 07:02:51 + 00:00,1518485673203757057,"@xx95270 @catyaofei @VOAChinese closure of the city, do you see which modern country still uses city closures to solve a category B infectious disease. How many secondary disasters were there in the closure of the city, and how many people would die as a result of such a large-scale closure of the city. You don't understand anyway; why am I saying this to a fool like you. Furthermore, your family blocked Emperor Xi for re-election, not for the sake of epidemic containment",Seleven2999,,
2022-04-25 06:38:07 + 00:00,1518479451138322434,"According to the speed of Omicron's spread and Beijing's ability to control the epidemic, it may take more than a week to actually go to the closure of the city. At this stage, neighborhoods with outbreaks of the epidemic have been blocked. If it continues to develop in a bad direction, Chaoyang District may be blocked first.",Koaxb,,
2022-04-25 06:35:57 + 00:00,1518478903735689221,"[China Banned News] The Beijing epidemic has resurfaced, concealed the spread for a week, involving multiple channels of transmission; the number of deaths in Shanghai has risen, Pudong has pushed hard isolation, and the beds for men and women are only 40 centimeters apart; large-scale mass protests broke out in Jiangsu; “Voice of April” revealed the chaos in the city, and netizens relayed back to the blockade | New China News https://t.co/Ibd91hDEpm",Yuluojin,,
2022-04-25 05:59:06 + 00:00,1518469632331755520,Outbreak in Mainland China | Cars Can Watch the Beijing Epidemic Heats Up People's Food Nets Before the Closure of the City of Shanghai People: Containment in the Middle of Goods [Video] (13:09) - 20220425 - Hot Topics - Real-time News - Ming Pao Newspaper https://t.co/WQ2WPDyDgX,KenmaST87763989,,
2022-04-25 05:49:32 + 00:00,1518467222494134272,"@Investingcom As the Chinese stock market plummeted, the entire Asian stock market plummeted. 

Overnight, US stock futures also fell. 

Beijing is facing pressure from the closure of the city, increasing the downward pressure on the Chinese economy. The impact of China's epidemic containment on the global supply chain has expanded. The Ukrainian-Russian war boosted the prices of metals such as crude oil, natural gas, wheat, grains, and nickel, boosted prices and inflation in the US and Europe, causing the US and Europe to raise interest rates faster. Interest rate hikes will slow economic development. 

An economic environment of global stagflation is about to appear!",TuomasLinli,,
2022-04-25 05:42:58 + 00:00,1518465572861845504,"Beijing is afraid to repeat the tragedy of the closure of the city of Shanghai, and the residents went crazy buying. Tiantongyuan, the largest neighborhood in Beijing, was blocked. The fruit merchants are desperate to cry over their losses. Privileged nucleic acid testing enlistment. Dance and dance at Dama Plaza. China's epidemic is out of control | China's outbreak | China's epidemic spreading | Beijing's epidemic | Beijing's closure | Shanghai outbreak, Hangzhou outbreak
 https://t.co/b42uUyftTr",Zaiyeshuo,,
2022-04-25 05:41:32 + 00:00,1518465208674844675,"The problem with China is that if Shanghai wants to reflect the success of the Chinese model, it must underreport COVID-19 deaths. As a result, the numbers reported were extremely low; there were dozens of deaths from millions of infections. However, the city closure measures must also convince the public that the epidemic is serious. At this point, you must also portray that the death rate is very high, and the number of deaths is very high. This clearly created a huge cognitive contradiction.",Xiaojingcanxue,,
2022-04-25 05:36:25 + 00:00,1518463924177608705,"Alas 😮‍💨! Please pay attention! Retweet! In order to prevent and control imported outbreaks from abroad,
 China's small border towns are being blocked for a long time. 
As of late April 2022,
 Ruili in Yunnan has been closed down intermittently for 160 days;
 Suifenhe in Heilongjiang has been closed down for nearly 90 days; and
 Dongxing in Guangxi has been closed down for 60 days. https://t.co/sFO6A4CUQs",shibing0448,,
2022-04-25 05:33:51 + 00:00,1518463275134066690,"@XiaozhPhD04 The People's Daily also affirms that Hong Kong's fight against the epidemic is a “dynamic clean-up”. It is true that the current outbreak in Hong Kong has killed more than 8,000 people, but if they also closed down the city in the first place, can the blockade be lifted now? Will ordinary people's emotions be as stable as they are now? Early detection and early zeroing is a kind of dynamic clearing. It's not very wise for Shanghai's many cases that have been closed down like this. Wearing a mask, closing entertainment venues and being quarantined at home for 5-10 days is also a kind of dynamic clearing.",truth_graceful,,
2022-04-25 05:17:38 + 00:00,1518459195183583233,"As suggested by some netizens, those who think there is no need to close the city do not think that the epidemic does not need to be controlled. Even in the so-called lying foreign countries promoted by mainland China, it is still recommended that everyone wear a mask, get vaccinated, and promptly report to seek medical treatment after infection. Similarly, not everyone who thinks the epidemic should be controlled is extreme in thinking that everyone should be locked up. Therefore, they think that the “lying flat faction” disregards the labeling of old people's lives and deaths; they are just hooligans who are stealing concepts.",RudyYoung30,,
2022-04-25 05:17:29 + 00:00,1518459159011749888,"Ke Wenzhe is also acting in a drama about undermining Taiwan,
 “Taiwan is not the same, it's just relatively slow.”
 People who follow the epidemic in various countries should know that countries generally follow the
 four steps of
 border prevention → city closure mitigation → vaccination → coexistence. Saying that Taiwan is “just relatively slow” is simply a nonsense; it's not an independent opinion at all. 
... (1)
 https://t.co/iPc0NMtQTW",Yoyophysicist,,
2022-04-25 04:53:35 + 00:00,1518453144937967616,"@iingwen Here's the situation in mainland China. 
The closure of Beijing is simply ridiculous! The city was closed down after only 20 cases! I remember the last wave of the epidemic in Qingdao, Shandong, there were 168 cases. I've never heard of the closure of Qingdao, Shandong! However, the mayor of Qingdao, Shandong, and the Shandong Qingdao Municipal Health Commission have solved the COVID-19 problem! Just test the people involved, quarantine the people involved!",Wangmj122,,
2022-04-25 04:50:05 + 00:00,1518452261487353856,"@RitzChenz @fangshimin The economy is about to fail either. The city was closed down due to the epidemic, so that ordinary people could take out all the money they saved and were unwilling to spend. One vegetable spent 1,000,3,000. When their pockets are empty, ordinary people will have to be obedient",Li_X3_Workport,,
2022-04-25 04:49:49 + 00:00,1518452193564803076,"The Shanghai epidemic continues to spread, and China's internet blockade prohibits videos about the Shanghai outbreak from being uploaded online. Since these videos are about the voices of people who needed food and medical equipment during the lockdown, the removal of these videos will be strongly opposed by the Chinese internet. But now residents can't go out and buy groceries themselves; they can only wait for the government to come to the door to provide supplies. What if those who aren't wealthy officials can't wait for supplies? https://t.co/TEfHZegglO",jspsteeler,,
2022-04-25 04:47:23 + 00:00,1518451584413315077,"The closure of Shanghai has not yet come to an end, and the closure of Beijing has begun again. The reason why Xi carried out the blockade of China's most important economic, financial, political, technological, technological and cultural center cities, such as Shanghai and Beijing, was carried out in the name of the epidemic during the key time of the Russian-Ukrainian war. He did not hesitate to stop the economic activity of these cities. He explained that in Xi's perception, the regime was already facing a severe crisis, and economic development was no longer important compared to the power of security. To protect Jiangshan, any major Chinese city could be sacrificed. https://t.co/f14CKN8cvx",feifie6,,
2022-04-25 04:38:17 + 00:00,1518449292066758656,"With President Xi's personality and consistent leadership level and style, the Beijing epidemic continues to ferment. The closure of the city is only a matter of time. When Shanghai is closed down, if Beijing is closed down, people in every city should keep an eye on the epidemic situation in their cities and prepare early. It seems that the closure of the city has entered the norm, and leaders are only concerned about clearing. Nothing else matters. Therefore, the people's yearning for a better life is our goal. It's ironic.",Paulzha06782209,,
2022-04-25 04:19:54 + 00:00,1518444665410064386,"Good news for everyone in the Chinese promotion community. The English tweet posted yesterday had 4,000 likes. Have something to share with you. 
Recently, I've been listening to English radio stations at home, and news broadcasts are broadcast every time I get to full time. Each broadcast covers three pieces of news. 
1) China and Solomon sign a safety agreement, how dare you! This is a threat! Australia wants to resist China's attack. 
2) The epidemic in Shanghai, China is very serious. The closure of the city is very miserable. People are desperate. Chinese pills. 1/5 https://t.co/TLZJp3oEKb",FanLingXi,,
2022-04-25 04:10:04 + 00:00,1518442192028811264,"Hong Kong actress Luo Lin, a

 56-year-old “Miss Asia” who went crazy due to the blockade, left Shanghai and returned to Hong Kong. Luo Lin stayed there after going to work in Shanghai at the end of last year. Unexpectedly, the Shanghai epidemic broke out in March. The period of quarantine at home was getting longer and longer due to the closure of the city, which made her say “really crazy.” Recently, she decided to leave Shanghai and return to Hong Kong. 

https://t.co/qGPcgQ2q8p",china_epoch,,
2022-04-25 04:08:07 + 00:00,1518441699315306496,"After the First World War in Shanghai. 
All of the chives in the saline-alkali area got PTSD. 
As a symptom, after receiving a slight rumor of an outbreak in the region, they immediately went shopping for daily necessities and all kinds of meat and vegetables. 
The biggest winner is today's Saint.",ar_cjj,,
2022-04-25 04:04:14 + 00:00,1518440723649077248,"@wenyunchao We only know that the employees at the Shanghai Crematorium are now unable to go home 24 hours a day. They are working overtime, which has become the “positive energy” for anti-epidemic news. 

Wuhan, which was the first city to be closed down in the blink of an eye, was over two years old. Do ordinary people know how many people died of illness directly due to the epidemic, and indirectly from secondary disasters? 

Local Canadian epidemic news must be reported every day on the number of people who died of illness. Occasionally, reports are omitted, and an apology will be added.",Sissyintoca,,
2022-04-25 03:59:21 + 00:00,1518439493400899585,"@SpokespersonCHN The song “New Slave” by Shanghai rapper Fang Lue Astro has been widely distributed on the Internet. The lyrics are spicy and straightforward, commenting on the various chaos currently in Shanghai's epidemic management and control. 
When posting the video on YouTube, the author described, “Written on 03/30/2022, the day before the closure of Puxi, Shanghai. It's hard to be at peace.” 
The video was quickly blocked after being uploaded to Weibo by netizens. 
Translate Tweet",Jan89651777,,
2022-04-25 03:58:49 + 00:00,1518439360097447936,"@SpokespersonCHN The song “New Slave” by Shanghai rapper Fang Lue Astro has been widely distributed on the Internet. The lyrics are spicy and straightforward, commenting on the various chaos currently in Shanghai's epidemic management and control. 
When posting the video on YouTube, the author described, “Written on 03/30/2022, the day before the closure of Puxi, Shanghai. It's hard to be at peace.” 
The video was quickly blocked after being uploaded to Weibo by netizens. 
Translate Tweet",Jan89651777,,
2022-04-25 03:58:25 + 00:00,1518439260575043591,"@SpokespersonCHN The song “New Slave” by Shanghai rapper Fang Lue Astro has been widely distributed on the Internet. The lyrics are spicy and straightforward, commenting on the various chaos currently in Shanghai's epidemic management and control. 
When posting the video on YouTube, the author described, “Written on 03/30/2022, the day before the closure of Puxi, Shanghai. It's hard to be at peace.” 
The video was quickly blocked after being uploaded to Weibo by netizens. 
Translate Tweet",Jan89651777,,
2022-04-25 03:48:56 + 00:00,1518436871805628416,"@h5LPyKL7TP6jjop Tiantongyuan, the world's largest community, I'm inexplicably happy today because when Shanghai first closed down, I discussed the epidemic with one of my journalistic classmates. He resolutely insisted on clearing the zero, so I stayed at Tiantongyuan. Tekken hit me again this time. 😄",Feilang 2021,,
2022-04-25 03:41:44 + 00:00,1518435062332596224,"Listen to Ohito Ge's analysis that the
 epidemic's sense of stability has doubled
. 
He used his public health background as a public health professional
 to talk about how everyone should think about the epidemic
. 
In
 the past, we chose not to close the city/not to populate the city and apply
 smart technology
 to accurately control the epidemic and achieve very good epidemic prevention results
. 
Currently
 1. Continued promotion of vaccine coverage
 2. Sufficient rapid screening reagents
 3. Sufficient oral medication
 4. Ensuring minimal severe illness and death
. 
Doing
 all of these things is just going back to normal life https://t.co/VxjEpGS1Aq",SpectatorTW,,
2022-04-25 03:38:50 + 00:00,1518434329801916416,"@Bruce08101 @jack99119911 @peterliu2121 @evIElpnjASSm415 @zlj517 haha, you discovered this all! I don't know if Beijing will close the city or not, but the closure of parts of Beijing is inevitable. Since there is an epidemic, it should be prevented and controlled. Do you think China is the West? Do you think China will imitate the West's Lian Ping and allow millions or even tens of millions of people to die? Naive! It would be great if you continued to watch the death toll from the epidemic in China and the West!",kevin63920264,,
2022-04-25 03:33:12 + 00:00,1518432912625913856,"@9777209 @patrici00662047 people say that the country's major cities are being closed down one by one this time, which is very similar to the farce in the beginning of spring in 1976. That time was an earthquake that first started in Sichuan and later spread to all of China. It was an earthquake that escaped the earthquake. It is said that it was a wind released by the capital crusaders to prevent the rebels from seizing power 😆 What was unexpected was a real earthquake in Tangshan. Then, Mao died in September, Mrs. Mao and her gang were arrested in October, and the rebels failed in a coup 😂
 With 🐷 all their opinions limited to the limits of the Cultural Revolution, don't you want to copy them? 🤣",ShaochenGrr,,
2022-04-25 03:32:09 + 00:00,1518432651325022208,"With the outbreak of the epidemic, is Beijing about to close down? Pray for our brothers and sisters in Shanghai, Beijing, and China. Are those things in the Politburo of the Communist Party of China human beings? Is it a man? Is it an animal? Canada goose (Canada goose)... https://t.co/vcIZcWcK60 from @YouTube",aq763092,,
2022-04-25 03:24:07 + 00:00,1518430628827459584,"@balcon6680 @guyunwei @LiWanLing168 @lucy51888768 you just said you don't have the money to eat grass? The closure of the city is behind, it's still unanticipated, just not advanced. The idea is to fix the epidemic",zhrmghgv5,,
2022-04-25 03:17:07 + 00:00,1518428867270426624,"@zhrmghgv5 @guyunwei @LiWanLing168 @lucy51888768 What's more, we've been disdaining it for a long time... Your family doesn't have a high level of education, and the closure of the city is too backward.

 12,000 US dollars per capita, the salary of a PLA major starting at 6,000 jumps is really too bad for us",Balcon6680,,
2022-04-25 03:12:26 + 00:00,1518427689665044480,"@zlj517 Every country that becomes an official is virtuous, and China is no exception. I'm Chinese, just to be honest. When I got to that position, no one was able to withstand the temptation. As small as a village chief, solved and adjusted the Kazakh epidemic policy, and did more things for the people. Every day when I saw the news and was worried, they were all complaining that the city had no food to eat and lost their jobs. Many of the largest domestic companies have moved to Vietnam, Southeast Asia, alas, I hope the country can find a balance between the economy and clearing up zero",mimi47437826,,
2022-04-25 03:04:35 + 00:00,1518425711950045184,"@YANGZHONGWEI2 There's a problem with the logic of your words; does coexistence mean no epidemic prevention? What is the meaning of coexistence? Is it OK not to close down the city? After a month's closure of the city, the epidemic hasn't been cut off. If the people of Shanghai don't produce, will they feed you? Many of those who die are made by teachers. Are old people immortal without an epidemic? Moreover, they all died because of the closure of the city and not being treated in a timely manner. People should respect the facts; speeches must not be stolen in exchange for columns; let alone use epidemic prevention as political manipulation.",94qv5zjrgxWOPXE,,
2022-04-25 02:38:01 + 00:00,1518419025285742592,"People are afraid of the spread of the epidemic in Beijing and stock up a lot of goods
 https://t.co/96mPnCQPzC",hzctpu8f9sapq1i,,
2022-04-25 02:37:30 + 00:00,1518418896692428800,"[China Banned News] The Beijing epidemic has resurfaced, concealed the spread for a week, involving multiple channels of transmission; the number of deaths in Shanghai has risen, Pudong has pushed hard isolation, and the beds for men and women are only 40 centimeters apart; large-scale mass protests broke out in Jiangsu; “Voice of April” revealed the chaos in the city, and netizens relayed back to the blockade | New China News https://t.co/gMjJ7XW6m3",Charlotte67220392,,
2022-04-25 02:32:08 + 00:00,1518417544868098048,"@sohfangwei Wuhan cheers up, forget the scars and forget the pain. I can't count what days people in Wuhan lived in the first place? Wuhan was a little better than Shanghai now for several reasons. First, after all, there were only over 10 million people in Wuhan, and before the closure of the city, outsiders basically rushed back for the New Year. There were only less than 10 million people in the city, while there were 25 million people in Shanghai. Furthermore, people in Wuhan had enough New Year's goods a few years ago. If there were no epidemics, everyone would eat and drink at home during the New Year holidays",Liuyionline,,
2022-04-25 02:25:16 + 00:00,1518415817011982336,"@lihongyi7 The epidemic, nucleic acid, city closure, red code, green code, are all scams.",rtrtheoinfntv,,
2022-04-25 02:24:39 + 00:00,1518415663093661698,"“Voice of April” has
 only empty footage and background sounds. This is a documentary that doesn't seem to say anything, but does everything. 

Watch the
 Voice of April link to the message area of the COVID-19 outbreak in Shanghai https://t.co/KN0523WAyQ",markang_tw,,
2022-04-25 02:17:21 + 00:00,1518413827821346816,"@NOTonlywater @Neins_paul All kinds of benefits during the pandemic are ripe, how is it possible to release foreign vaccines into the Japanese market? 😑
 There is only a way to close the city!",FU86570497,,
2022-04-25 02:14:14 + 00:00,1518413042718896129,"If what the photo says is true, there is a possibility that Beijing and Shanghai have been cleaning up the low-end population before, and the purpose of cleaning up the low-end population is to prepare for the impending economic recession, large-scale enterprises will go out of business, and a large number of migrant workers will definitely lose their jobs. This fake epidemic has reached the point where the low-end population automatically leaves major cities to prevent social theft due to economic problems, and it is also possible to analyze the chaos after the closure of Shanghai and power struggles with a single arrow https://t.co/LGaK7mu71Z",LutnstfflrBe9mv,,
2022-04-25 02:07:14 + 00:00,1518411281107415040,"@kyokyo1 @wangzhian8848 if you're just praising Shanghai, I don't want to eat a lot of corn yet. Our family and all of our relatives and friends were in Xi'an when the city was closed down. The prevention and control of the epidemic in Xi'an and the distribution of food by government organizations were not at all comparable to Shanghai. Although I didn't understand it at first, through the successful epidemic prevention, the people of Xi'an have begun to live a normal life again, and the people are more supportive of the government's decisions than ever before",Wenhuaxiong,,
2022-04-25 01:51:22 + 00:00,1518407287173488640,"In view of the serious risk of the escalation of the epidemic in Beijing and many cities in China, the “lockdown comment” of Shanghai netizens was retweeted to provide references from domestic friends. https://t.co/ejYkB10Cm0",World_Crossroad,,
2022-04-25 01:48:29 + 00:00,1518406561164578821,"“Voice of April” is all about the closure of Shanghai and saddens netizens' efforts to fight against the CCP's blockade

 🔥💥 Since the end of March, the outbreak of the epidemic has caused many city closures in Shanghai. Chinese netizens have made the voices of the people under the blockade of Shanghai into videos that have been blocked and removed from the shelves by the CCP's entire network, but it has sparked a relay wave of more Chinese netizens uploading and retweeting the video... https://t.co/UAnskSkJmZ",zhihui999,,
2022-04-25 01:38:27 + 00:00,1518404035828723712,"While driving today, I heard that Canada will ease some immigration measures, and the rest of the world has never heard of a zero-style lockdown. The epidemic has been over two years, and the country is still closed down one by one. The secondary disasters caused have already surpassed the virus itself. It's sad and lamentable! Pray that God will protect your children in the city; may your peace be with them 🙏🙏🙏 https://t.co/iF29zF0J1v",Fanny77836562,,
2022-04-25 01:30:10 + 00:00,1518401951989665792,"[What did the novel coronavirus bring to Earth on Earth Day?] 
The novel coronavirus epidemic spread all over the world in 2020, and countless cities imposed foot bans and even city closures to stop the outbreak. While the world is struggling to fight the virus, the surrounding environment has also begun to undergo some subtle changes... 

More details: https://t.co/xHwwSRxOIW https://t.co/T8WbsDslmQ",AsiaPlay88,,
2022-04-25 00:44:42 + 00:00,1518390508128641026,"@XIANGPAPAPAPA @ZADAJ8 starving someone to death. It's definitely a low-probability event right now, but there are definitely others. In Greater Shanghai, many people have relatives in Shanghai, and so do I. What happened in Shanghai, as well as what happened during the epidemic throughout China, was a humane and inhumane thing. To prevent the epidemic, which country did not prevent it or close down the city?",WB201968,,
2022-04-25 00:39:44 + 00:00,1518389259555680256,"The Chinese government has been repeating erroneous policies, first concealing information about the epidemic, then closing down the city. After 2 years, they did not do well to return to school, and died more and more.",Kevon0120,,
2022-04-25 00:32:20 + 00:00,1518387399411310596,"Seeing that 51 more people have died of COVID-19 in Shanghai today, the exact number must be higher than this. RIP 🙏🙏🙏
 When the epidemic first broke out two years ago, I think the Chinese government did OK. Although the closure of the city was extreme, it was effective in preventing a large number of people from being infected and killed. On the other hand, Western countries experienced a large number of infections and deaths at the time, and China was naturally proud of its dynamic clean-up policy. At one point, I even reflected on Western democracies.",Wenxijinpingmei,,
2022-04-25 00:23:16 + 00:00,1518385114262261760,"A meaningful comparison between RMB and Shanghai dollars: 1 RMB = 5.7 Shanghai dollars — prices have increased about 5 times. The central government clears the city and shuts down Shanghai: China's economy went Shanghaiized in April: GDP grew negatively by 40% (reference to the closure of Wuhan) - Shanghai's GDP growth rate in the first quarter 3.1 🆚 The Bureau of Statistics was 4.8% nationwide. About 20 years ago, scholars assumed that provincial and municipal currency estimates: 1 Shanghai dollar = 6 Guizhou dollars - Shanghai's economic efficiency was 6 times that of Guizhou. After the pandemic, wealthy people in Shanghai, especially foreigners in Shanghai, will thrive. https://t.co/7oOEPz9loQ",Mikeyehui,,
2022-04-25 00:22:52 + 00:00,1518385014521663489,"Private message submission: Tangshan is now semi-closed. The second wave of the epidemic has blocked five counties and districts, and the rest are unsealed.",Wenyunchao,,
2022-04-25 00:19:21 + 00:00,1518384130915913729,"Twitter is so bad that only I think Xi Jinping is smart? This comes from the heart, not high-grade black. If China does not pass through the epidemic, how can it return to planning and economy, and how can it figure out the bottom line of the Chinese people? If a crisis were to break out in May, it would be extremely beneficial to Xi Jinping. It just happened to launch a long night to thoroughly clean up Jiang Zemin's gang. Next, Hangzhou would definitely be inevitable. A 100% closure of the city",andrewC86186,,
2022-04-25 00:13:41 + 00:00,1518382705473474560,"@rongjian1957 I think he's also in a fit of anger. “Originally, Shanghai had our own solution to the epidemic; the boss above had to be closed down and cleared”, can he tell the truth?",William Kam 2020,,
2022-04-25 00:09:24 + 00:00,1518381626996436992,@chenbing171819 Mao used the Cultural Revolution to get involved and take the opportunity to get involved; Xi used the closure of the city due to the epidemic to implement the Emergency Situation Law.,bravo90092212,,
2022-04-25 00:08:16 + 00:00,1518381341880066048,"The COVID-19 epidemic in Shanghai has not stabilized yet, and the Beijing epidemic is suddenly heating up again. Officials set it as “the situation is urgent, the situation is serious.” Some local residents have begun buying groceries and hoarding food to prevent Beijing from closing down like Shanghai. 
https://t.co/NCF1NCYl70",Zaobaosg,,
2022-04-25 00:02:33 + 00:00,1518379903145631744,"@645Pr0RoZT8CwA7 I don't know if that's true. When the Shanghai epidemic began to spread gradually in March, not everyone around me was preaching why the city wasn't closed down and why people from Shanghai would run to Hangzhou Suzhou... What? Do I have to run when my turn is closed? Shouldn't it be appropriate to cooperate with the party and country you love to fight the epidemic together at home? So there's no hope that China will start from the top down.",Tony_Lxd,,
2022-04-24 23:48:36 + 00:00,1518376391145705472,"@LifetimeUSCN I still think the closure of the city was to wake up to the fight against the epidemic. Take a look at the Hong Kong epidemic, which was portrayed as increasing tens of thousands of positives per day, just after the Qingming holiday. Currently, nothing happened. There was no lockdown in Hong Kong during the period. Hong Kong people all worked and lived a normal life, and the virus went by itself! The difference is: before Qingming, the government prepared for the closure of the city; after the Qingming period, the government said there would be no closure of the city; then the “epidemic” disappeared",ss69667899,,
2022-04-24 23:38:04 + 00:00,1518373739490344960,"Just one example is sealed! If you say seal it, seal it! How to prepare for the “lockdown era” (photo album):... https://t.co/0VdZB9G3R7 The closure of the city epidemic was cleared aboluobl@gmail.com https://t.co/yDBuLbCXTq",Aboluowang,,
2022-04-24 22:43:51 + 00:00,1518360095285202944,"People in China, do you still want to continue to believe in the elusive and evil Communist Party members? The fear of the closure of the city abated! The resurgence of the epidemic in Beijing admits “the situation is severe” https://t.co/4qVRm2ccCw",yexiangying1,"Longitude (longitude=120.175705, latitude=22.475809)","Place (id='00dcc81a0ec32f15', fullname='Kaohsiung City, Taiwan', name='Kaohsiung City', type=' city ', country=' Taiwan', countrycode=' TW')"
2022-04-24 22:40:57 + 00:00,1518359365211799552,"Dandong, Liaoning, announced a “city closure” in the early hours of the morning, and students were taken away and quarantined in the middle of the night. Residents are fearful and are piling up to buy groceries, and there is a lot of nucleic acid chaos. Dandong Outbreak | Dandong Closure | Liaoning Epidemic | China Outbreak Out of Control | China Outbreak | China Outbreak | Hangzhou Epidemic | Shanghai Epidemic | Guangzhou Epidemic | Jilin Epidemic | Beijing Closure
 https://t.co/DXNVdHUury",Zaiyeshuo,,
2022-04-24 22:37:25 + 00:00,1518358477231595520,"@lilyval15187063 Another “Wilson Edwards” fake news incident! Last year, when the international community was held to account for the epidemic, the Party and country invented a Swiss biologist named “Wilson Edwards” to “denounce” the US as the source of the epidemic to blame foreign forces and divert the conflict. In the current climate of popular grievances caused by the barbaric closure of Omicron, it is the same method of operation to divert conflicts and blame foreign forces. This Pepsi Consulting company is completely unnecessary",James17_Canada,,
2022-04-24 22:33:09 + 00:00,1518357403078729730,"@jajia translation: If the epidemic were to break out in Beijing like Shanghai, it would probably be worse politically and in terms of epidemic management and control than the closure of Shanghai. Because Shanghai is so capitalist liberalized, Beijing has used political means to suppress Shanghai. 
It is impossible for Beijing to allow Beijing to become a city where capitalist liberalization ideas flourish like Shanghai, nor can it allow Beijing to indulge ordinary people too much like Shanghai, so much so that the epidemic has broken out",freeAngel999,,
2022-04-24 22:15:38 + 00:00,1518352997276737536,"@jim3482 Since the pandemic, more than a dozen megacities across the country have had to be closed down one after another. Harbin is the most miserable. The wheels can't fall. The whole city has been silent no less than ten times in over two years. Speaking of economic difficulties, then Harbin is much more difficult than Shanghai, so why don't you feel like the sky in Harbin is about to fall? Shanghai has been closed down like this once in over two years; why does it feel like the sky has fallen and can't survive?",NONAMEM46954661,,
