Datetime,Tweet Id,text,usernames,Coordinates,Place
2020/3-23 03:48:11 + 00:00,12419334743907627009,"@PDChinese The Wuhan virus, which could have been eradicated in its infancy, actually ravaged the world. 
Who caused it? 

The prevention and control of this epidemic (including concealing the truth, reprimanding doctors, holding two meetings in Hubei, feasting for 10,000 people, leaving 5 million people before the closure of the city, giving false data, misinformation, and misleading others to control them) was personally deployed and directed by President Xi. 

Everyone should not forget President Xi's “credit”; the virus should be named the “Xi virus”! https://t.co/1Jqjzs3A4y",vm_cmj,,
2020/3-23 03:20:49 + 00:00,1241927857162481665,"@VOAChinese It's been over two months. A bunch of idiots in the US don't believe that the epidemic in Wuhan, China is serious. They scold the closure of the city as a violation of human rights! What about now?",furinka17613055,,
2020/3-23 03:13:28 + 00:00,1241926006174142465,"Since the closure of Wuhan until now, what has the US government done to prevent and control the US epidemic? arrogant and incompetent.",PeterYu0970,,
2020/3-23 03:08:59 + 00:00,1241924877453414401,"@SullivanYellow @remonwangxt @VOAChinese WHO visited Wuhan over a month ago, when the epidemic in China was at its worst, and praised China's approach. Now that China has quickly contained the epidemic, the US has wasted the two months since the closure of Wuhan and has not effectively controlled the epidemic.",675lululiu,,
2020/3-23 03:06:14 + 00:00,1241924187351945216,"@gowKE4HReZ7ZBc5 weird... supporting government policies is called “populist 817.” Aren't words like “internet bullying” and “engaging in populism”? 
Up to now, the government's use of anti-virus measures against people has been political achievement. 
There's no need to talk about the epidemic being brought under control; there's nothing to talk about. 
After reading the epidemic information sheet, China is actually a place you can go to. The cure rate is close to 90% (mortality rate around 4%). Funny data, 90% cure rate, why is China still closing its cities?",Wang08919864,,
2020/3-23 02:46:29 + 00:00,1241919218087415808,"Dear customer:
 Due to the impact of the lockdown of the Malaysian epidemic, aviation costs have continued to rise sharply. Please pay attention to this update. Please refer to the attached quotation table for details. The effective date is March 20, 2020. Please note that previous quotes were not valid at the same time. If you have any questions, please feel free to contact us, thank you!",Mii2u_my,,
2020/3-23 02:32:05 + 00:00,1241915591365021696,"@JeffZ34027488 @PDChinese I'll tell you what kind of virus is this now! This is a “human virus” ❗️❗️ European outbreak. It's impossible for all people who get sick to get infected in Europe, right? As soon as we discovered the epidemic, the city and the country had already been closed down. This is a lesson nature has taught us. Let's also look at the US and Italy now. The numbers are rising every day and already surpass China's. Is this also China's fault? If you don't wear a mask, you need freedom, and in the end, throw the pot on China? It's really funny",Alicecolor4,,
2020/3-23 02:30:57 + 00:00,1241915307335151616,"Brazil's Ministry of Health released a report on the 21st local time, saying that Brazil added 7 new COVID-19 deaths on that day. The cumulative number of deaths increased to 18, and the cumulative number of confirmed cases reached 1128. The state of São Paulo announced a “lockdown” on the same day and will take strong measures to prevent and control the epidemic. https://t.co/dFZDrWWJKd",Huayunews,,
2020/3-23 02:30:02 + 00:00,1241915074471575553,"On the 19th, British Prime Minister Boris Johnson said at the daily epidemic press conference that he believes Britain can reverse the situation within 12 weeks, and it has not yet been decided whether London will be “closed down.” Although no “lockdown” measures have yet been taken, in London on the 19th, more than 40 subway stations have already been closed, and there are few passengers on buses. Many Londoners who are worried about the “closure of the city” went to supermarkets to stock up on supplies that day.",eeo8kxhvsujjzm,,
2020/3-23 02:28:56 + 00:00,1241914801275596801,"@AntiCCPAction @VOAChinese 1 has all been closed down how to conceal the epidemic? 
2 Early mistakes, later correction of mistakes, prevented the seriousness of the consequences of the mistakes
 3 and 4. Are they still politicians if they don't fight back? If you don't do this kind of basic manipulation of public opinion, I think this kind of government politician should quit school and look down on him.",Lingchen 1996,,
2020/3-23 02:12:16 + 00:00,1241910604387897344,"Investment bank Nomura recently said that China's January-February data fell short of market expectations, reflecting the impact of the epidemic. Since measures such as the city closure only began to be implemented on January 23, the actual impact on the economy may be greater than the decline reflected in data such as January-February. The actual growth rate of China's GDP is expected to be negative in the first quarter of this year, an annual increase of 4.8%; however, UBS believes it will be difficult to exceed 3%",peng_xfred,,
2020/3-23 02:09:21 + 00:00,1241909869512282112,"@JWZ30602834 @PDChinese The reporter asked, the US closed its borders to Chinese travelers on February 2, and Wuhan has been under lockdown since January 24. This all happened almost two months ago, so why are you now saying it would be nice if you had known about this a few months earlier? Trump: I have a very good relationship with President Xi. I respect him and China, but this time the epidemic is out of control.",Kianist,,
2020/3-23 02:01:32 + 00:00,1241907902715006977,"It's been two months since the outbreak of the virus in the South China seafood market began to focus on the epidemic, the closure of Wuhan began on WeChat, and left WeChat completely today. My circle of friends is only a few classmates from Wuhan and Hubei in the past; I have no relatives. I have written many thoughts about the epidemic every day in my circle of friends. I don't know why I did this, as if I wanted the old self in my memory to rest with dignity and let me live with dignity now.",SunRongr,,
2020/3-23 01:50:02 + 00:00,1241905011354816513,"Compared to Western media, the front foot criticized the closure of Wuhan for no human rights, and the back foot criticized Wuhan's poor treatment of the epidemic. The official media is just a mouthpiece and a tool; there's anything shameful and shameful; every country is the same.",Acernicer,,
2020/3-23 01:21:18 + 00:00,1241897780768989184,"[Merkel quarantined at home prohibited gatherings of two or more people] A doctor that German Chancellor Angela Merkel contacted a few days ago was diagnosed with COVID-19 on the 22nd. Merkel immediately began home isolation after being notified that evening. Greek Prime Minister Mitsotakis announced on the 22nd that a nationwide lockdown will begin on the 23rd to prevent the spread of the epidemic. However, a cruise ship departing from Brazil, arrived in Portugal on the 22nd, and all more than 1,300 people were prohibited from disembarking. https://t.co/tW3yIUBxXg",PhoenixTVHK,,
2020/3-23 01:20:58 + 00:00,1241897695108792321,"More than three months after the outbreak of the epidemic, on March 18, the 56th day of the closure of Wuhan, China reported zero new confirmed cases in Hubei for the first time. That number remained zero for the next four days. On social media, an article entitled “My Most Memorable Day” was widely retweeted. Allegedly, “a mainstream media reporter in Hubei” recorded his experience of going to various hospitals with a suspected recurrence patient in Wuhan on March 19, but was repeatedly rejected.",caichu88,,
2020/3-23 01:10:04 + 00:00,1241894951060815873,"One of the targets of the attack by the National Party and people who hate the National Party: the handling of the epidemic was delayed for 3 weeks before the city was closed down. I'd like to say blockade of Wuhan, a central city with a population of over 10 million (no less than London and Berlin). Until the severity of the epidemic and the level of public understanding reached a certain level, no government in the world could decide to close the city.",klzuyc2aiunwr7b,,
2020/3-23 00:51:07 + 00:00,1241890182145519616,"Regarding the virus outbreak that has spread all over the world, at least in public opinion, it first spread from the Wuhan outbreak. At the beginning, the Chinese government, especially the local government's control measures, and in particular, the whistleblowers played by eight professional doctors in Wuhan were reprimanded, making it impossible to take early countermeasures. There should be no doubt about this. The situation worsened until Zhong Nanshan went to Wuhan on the 19th to announce human transmission of the virus, and until the closure of the city of Wuhan was actually too late.",Heinrichhk,,
2020/3-23 00:33:09 + 00:00,1241885660656603139,"When we discuss the CCP virus that caused the spread of pneumonia in Wuhan and became a global disaster, we only focused on countries with severe epidemics to find the factors. However, a scientific approach requires reference to countries where the epidemic has been effectively prevented, prevented or contained in order to see the problem clearly. Japan, Taiwan, South Korea, Hong Kong, and Singapore did not close their cities to stop production, but they also managed to control the outbreak. They actually learned lessons from the SARS pneumonia disaster. If the CCP continues to make mistakes after the two disasters, how can new disasters be avoided?",Juntaowang,,
2020/3-23 00:28:11 + 00:00,1241884410258944000,"@VOAChinese The Wuhan virus, which could have been eradicated in its infancy, actually ravaged the world. 
Who caused it? 

The prevention and control of this epidemic (including concealing the truth, reprimanding doctors, holding two meetings in Hubei, feasting for 10,000 people, leaving 5 million people before the closure of the city, giving false data, misinformation, and misleading others to control them) was personally deployed and directed by President Xi. 

Everyone should not forget President Xi's “credit”; the virus should be named the “Xi virus”! https://t.co/16vWcUTzoq",vm_cmj,,
2020/3-23 00:24:54 + 00:00,1241883583628726272,"During the closure of Wuhan, citizen reporter Chen Qiuzhi, Wuhan resident Fang Bin, and former CCTV reporter Li Zehua, who were investigating the outbreak locally, fell out one after another in February. There is no news so far. A few days ago, there were people online who “called for their souls” — Chen Qiuzhi, Fang Bin, and Li Zehua, went home! https://t.co/ZyWaJqPGsf",WuWu19521996,,
2020/3-23 00:17:18 + 00:00,1241881673987264513,"@JapanHayashis the Chinese government is still more active than the Japanese government; the city was closed down as soon as an order was issued. In the time of the pandemic, let human rights make way.",Akira3jp,,
2020/3-22 23:15:47 + 00:00,1241866189967630336,"@ricky22295363 @PDChinese did I really kill you 🐴???? 
Why is it an indisputable fact? Do you know what the name of Patient Zero is? Then you have to be quarantined too! Why are you lying to the world? I told you two months ago that TM is a virus virus!! Everyone should be safe, can TMNGGB have any reason? China closed down cities to fight the epidemic; what were the results? One or two foreigners don't take themselves seriously; if they have to pursue freedom, then they can only die randomly",JAM24570688,,
2020/3-22 23:11:19 + 00:00,1241865066288500737,"[#疫情最前線 ⚡️] Telephone users in mainland China have plummeted by tens of millions in two months. Female writer Fang Fang from Wuhan said that the Wuhan funeral home threw mobile phones all over the floor, and the actual number of people killed by the CCP virus raised questions again. A seven-year-old girl from Sichuan hopelessly jumped to the mayor's death. Nearly 800 people died in Italy in a single day, and London was about to close down. The Hong Kong Epidemic Prevention Department was at its highest risk. 
🔴 Watch the first broadcast: https://t.co/jiwDODxagf
 #中共病毒 #CCPVirus https://t.co/GMTO1wALZg",HK_EpochTimes,,
2020/3-22 22:30:01 + 00:00,1241854672362749957,"The CCP's pneumonia caused China's lockdown and road blockade to hit the Belt and Road Initiative

 from Indonesia's high-speed rail to Malaysia's railway plans; from construction projects in Sri Lanka to the expansion of enterprises in Pakistan, the CCP's #一带一路 project was due to #中共病毒（ #武汉肺炎）疫情而搁置，各国正见证中共输出的各种麻烦。 #COVIDー19

 https://t.co/mkPXzGiv1k",china_epoch,,
2020/3-22 22:24:10 + 00:00,1241853203760603136,"@Vinay82023249 @ScotIrish1720 @SpokespersonCHN When Wuhan was closed down, the US was still busy accusing China of violating people's freedom, so isn't the US handling the epidemic better? Then take a look at H1N1, how did your American dad handle it? Has your American dad closed down the city? Tens of thousands of people have been infected and killed in 214 countries around the world. China has now infected more than 80,000 people and killed more than 3,000 people. Now China has contained the epidemic. Oh right, forget if you don't believe it, don't believe it, don't believe it. It's best if you die early https://t.co/4nTy275wSh",EriczHao1005,,
2020/3-22 22:10:58 + 00:00,1241849880093446144,"The official media reported that the resumption rate reached 90%, while demand in European and American countries was tight due to the epidemic, orders fell sharply, and China had no work to recover at all. According to official data, from January to August, there was a rare double-digit decline in the profits of industrial enterprises in China's most developed regions. The data released on March 16 was unprecedentedly dramatic. According to estimates, China's GDP plummeted 13% in the first two months of this year. However, the actual situation may be far worse than the data released by China, because China's lockdown measures only began on January 23.",Stupidwz,,
2020/3-22 21:32:24 + 00:00,1241840175342206976,"@JDCjAfDUF7dUN93 @Andy6Dai @VOAChinese SARS There was indeed a problem with what the government did at the time. There was no lockdown on the city at the beginning, which I'm afraid would cause panic. After all, I haven't dealt with this terrible epidemic since the nation was founded, so I'm inexperienced. Moreover, the level of medical treatment and technology at the time was not as good as it is now. At the beginning, I was still researching whether this was a virus or a bacterium. Bacteria and viruses were completely different treatment plans; only if the direction was determined could they be treated better",xemWM6BWF1BD5fm,,
2020/3-22 21:30:27 + 00:00,1241839683560067073,"@yhx2017 @JiZZKQyJ79Ld2dt @TommyHu36303126 is also because of his remarks. Before the closure of the city, millions more people ran out. You said he was wrong, and he wasn't wrong. You said he was right, but he made the epidemic worse again. Strange, the death toll was huge.",Oapevbtlev,,
2020/3-22 21:15:04 + 00:00,1241835812465061895,"Listen to US President Trump's press conference tonight at 23:00 French time. The mathematical model of the virus in the US has already been completed. The Wuhan outbreak waited two months from December to the closure of the city on January 23, and another two months until the WHO announced the global outbreak on March 12. Time, prevention, measures, losses, subsequent blowouts, follow-up control, economic losses, depression, famine, turmoil, numbers, accountability, etc. Listen to the Trump administration's daily updates, capture information, and consider the numbers. https://t.co/pooQ00J3iH",ConnieArkLinks,,
2020/3-22 20:45:45 + 00:00,1241828436315910144,"This move by the CCP led to countries losing their golden time to respond to the epidemic, which eventually turned into a pandemic. So far, it has taken the lives of tens of thousands of people, countries have been forced to close cities, and economic losses are immeasurably estimated. 
International experts to blame the CCP for concealing the epidemic put forward six major plans https://t.co/753Ueju6oL from @dajiyuan",likelly214,,
2020/3-22 20:45:07 + 00:00,1241828274952491008,"@fangshimin is still immunized in this group. How many people would it take to die if the UK wanted to get mass immunization? How long will it take to reach 60%? (If the UK healthcare system doesn't collapse, it will probably take about half a year; after another six months, the vaccines are out, you're still in this group!) Other countries also have people defending Britain. It's been exactly two months since China closed down the city of Wuhan on 1.23 today, and the epidemic has been effectively controlled. Now that country's economy can afford that time",zjz37046058,,
2020/3-22 20:32:42 + 00:00,1241825149386711041,"@liu_xiaoqian @hana03767599 @ydwwwwwwlu @bo51476306 @SpokespersonCHN The @statedeptspox democratic system is indeed disadvantageous to individual control in the face of epidemic prevention, but the democratic system has far greater opportunities than the CCP system to confine the epidemic in the early stages and not spread; there is no need to go to the stage of city closure at all. If the CCP says that people don't have the virus, they can't talk about it; if the CCP tells people to wait at home to die, they have to do it without saying anything. If anyone who makes a noise is brought to justice first, who dares to tell the truth? Who dares to do the right thing?",YC00111,,
2020/3-22 20:20:57 + 00:00,124182219199091712,"@qiangguomeng404 @PDChinese just how many countries just said it was unsurprising? Quite a few. It is true that China first revealed the outbreak. The Chinese whistleblower is Zhang Jixian. Li Wenliang was not suppressed. The United States directly announced that matters relating to the epidemic must first be approved by Pence's office. Does the US dare to have whistleblowers? The closure of the city ordered by China is a very serious sign. Apart from Russia and Asian countries, which country in Europe or the US is paying attention? American netizens themselves revealed CT pictures from last year, similar to COVID-19, then",Haha62181120,,
2020/3-22 20:17:45 + 00:00,1241821386764472321,"@mrxthomastseng @ChinaDaily We also wish it could be a little faster, but just like all countries around the world, they will hesitate. However, we are the first country where the epidemic broke out, and we have no experience estimating the situation wrong. Moreover, when there were only 44 cases, we notified the WHO, and when there were only 400+ cases, we closed down the city. Since then, the government has made it mandatory for us to wear masks. Most of the Chinese people are conscious of staying at home because we are all very afraid of death. https://t.co/JPorMQAgoa",K8wlje2g7uusuYP,,
2020/3-22 20:01:55 + 00:00,1241817403681579008,"The epidemic in Switzerland began to rise last Wednesday, Thursday, and the number of confirmed cases rose by 800 overnight last weekend. At the government press conference this Monday, the city was closed down. It's fast, but it's still slow. Yesterday and today, there was an increase of 2,000 cases. 
What did Europe do wrong this time around? Economic interests did not break ties with China long ago. As soon as the epidemic broke out in mainland China, Taiwan immediately cut ties with China and achieved good results. 
Switzerland also exported 1,200 ventilators to China, ah",miumiuchat,,
2020/3-22 19:47:33 + 00:00,1241813788904415232,"Because of the “political accuracy” of the Italian political scene, fearing that they will be branded as racist, they have always been unwilling to isolate people from China at the beginning of the outbreak of the epidemic. Before and after the closure of Wenzhou, a large number of Chinese people poured into the northern part of Prato was the official reason Italy became the hardest hit area https://t.co/QrRlPBirbc",Sydlandilo,,
2020/3-22 19:30:17 + 00:00,1241809444167487493,"The British Prime Minister ordered the closure of the city's residents and got drunk on the “last night” (video).
 On March 20, local time, according to the “Sun” report, in order to prevent the spread of COVID-19, British Prime Minister Boris Johnson (Boris Johnson) ordered the closure of all bars,
 https://t.co/buSe389iR8",CNFOCUS,,
2020/3-22 19:16:01 + 00:00,1241805850966138881,"This post has a unique perspective. Because of the “political accuracy” of the Italian political scene, fearing that they will be branded as racist, they have always been unwilling to isolate people from China at the beginning of the outbreak of the epidemic. Before and after the closure of Wenzhou, large numbers of Chinese people flooded into the northern part of Prato was the official reason Italy became the hardest hit area. https://t.co/b2VKcx8JX3",LTSHIJIE,,
2020/3-22 19:10:42 + 00:00,1241804513758965760,"British Prime Minister Johnson announced the closure of all bars and entertainment venues on March 20, which is really bad news for British people who like to have fun in bars in their spare time. Under the Communist Party virus epidemic, although many European countries and many states in the US have banned citizens from going out for entertainment, there are still quite a few young people who secretly host lockdown parties. The millennial generation's relentless abandonment of nightlife may become a major hurdle in the fight against the epidemic in the future https://t.co/QfyuEzfOOc",JohnDoe1284495,,
2020/3-22 18:54:45 + 00:00,1241800501877829632,"It's easy for mainland passengers via the Middle East to enter Italy, which claims to have been suspended, and Wenzhou is also Italy's processing city. I remember that Wenzhou was also closed down due to the rapid spread of the Wuhan pneumonia epidemic, so the outbreak in northern Italy is probably closely related to the processing industry exchanges in mainland Italy because Italy has only stopped direct flights, and there are infection screening for travelers that have not entered, especially those arriving in transit... 
https://t.co/fNi8pzMFox",dharmasena 2020,,
2020/3-22 18:29:11 + 00:00,1241794066150391813,"
The US certainly doesn't have a 50,000 health care gap like Italy, but the original medical treatment has always been in a state of emergency.
 Currently, testing capacity is extremely limited, so the
 results can only be raised, which is equivalent to
 non-subjectively replicating Hubei's act of covering up the epidemic in early January.
 The current actual number of infected people
 should be more than 10 times higher,
 and there is no improvement in medical conditions at all.
 If the US does not enact strict quarantine rules across the country, the US will finish https://t.co/PnnytgZERD",HolyComm,,
2020/3-22 18:02:20 + 00:00,1241787310275870720,"@aliniuniu City closures have already been imposed in January. Do you think Xi will say the situation is great? Seeing the lockdown measures, people who still think the epidemic isn't important should have a negative IQ?",Orlandojack15,,
2020/3-22 17:51:36 + 00:00,1241784608242294784,"@realDonaldTrump When China closed down cities, closed down the country, and fought against the epidemic. What have you been doing for two months? You haven't done anything from the top down. Is this the government's attitude of being responsible to the people? Is this the current national hatred between Latin America, China, and the US, a self-proclaimed democratic country president supposed to do?",L5L6oqcabgheu0h,,
2020/3-22 17:37:32 + 00:00,1241781070166552577,"The CCP's pneumonia caused China's lockdown to hit the Belt and Road (Figure): From Indonesia's high-speed rail to Malaysia's railway plans; from construction projects in Sri Lanka to the expansion of enterprises in Pakistan, the CCP's “Belt and Road” project was put on hold due to the CCP virus (COVID-19, Wuhan pneumonia) epidemic, and countries are witnessing all kinds of trouble exported by the CCP. India “Economy... https://t.co/lccKMz5tdb #一带一路 #中共病毒 #疫情",Aboluowang,,
2020/3-22 17:34:21 + 00:00,1241780268215586817,"@kannaigui @nytchinese right? More than two months have passed since the beginning of the epidemic. What measures have other countries taken to prevent the spread of the virus? China closed down cities from the beginning, restricted population movements and suppressed the spread of the virus to the greatest extent. What about other countries? Are they all waiting to die?",Benzalpaca,,
2020/3-22 17:25:19 + 00:00,1241777992679841794,"🐤🐤🐤🐤
 In
 China's fight against the epidemic, people from all walks of life were discussing the closure of the city and the violation of human rights
 at home, and some public knowledge was discussing the Red Armband “violent law enforcement” and
 envied Zuan people. To borrow a sentence, right your mother right, idiot",jCheng2014,,
2020/3-22 16:50:37 + 00:00,1241769259597877248,"@Onebtcer There's a logic problem here that equates “death caused by not being tested and not included in statistics” with “epidemic control.” The two may be related, but they are not consistent; especially in a situation like Wuhan where the city was completely closed down for two months without even leaving the neighborhood. This extreme control method continues for two months, and even if there are several times more cases without reports, it will not affect “control”. 1/2",luojie_12,,
2020/3-22 16:49:07 + 00:00,1241768885558202373,"@YeSomebody @lixian41320879 @ChineseWSJ After the outbreak of the epidemic, during the most difficult period, wasn't China hacked enough by the US? What are human rights, freedom, Taiwan 🐸 “martial arts” one by one, we attacked back slightly, are there any mistakes?? Take a look at the US now, isn't there a city closure too? What about human rights? What about freedom? Are your beautiful dads just like this? Take a look at the current situation of the Chinese outside; do it yourself!",Vib8HCSKAFCNKCT,,
2020/3-22 16:42:24 + 00:00,1241767192657420288,"@RFA_Chinese Does China still need to throw the pot? Is this necessary? The city was closed down as soon as possible. Now that the epidemic has been contained, you said it yourself. Quoting foreign media, if you say the truth is just throwing the pot, then there's really nothing you can do about it",Jiandan2021,,
2020/3-22 16:27:26 + 00:00,1241763426407297025,"@sleeplessbkk @QvF7CL5mRhXwAxK @HuXijin_GT The Chinese government already informed the US government about the coronavirus situation on January 3, OK, you can pretend the Chinese government didn't tell the US. So, news reports all over the world reported the closure of Wuhan on January 23. Trump and the US government still said they didn't know and did nothing, do you think it's logical? Plus, after the outbreak of the epidemic, the World Health Organization published a large number of papers on the severity and harm of the coronavirus. Why did the US ignore it?",Swatou2,,
2020/3-22 16:21:30 + 00:00,124176194749417472,"@JackMa I'm really shocked to see these comments from foreigners! When China closed down the city of Wuhan in January, they told the world how serious the current epidemic was. These foreigners themselves did not take the epidemic seriously, and now they blame China again.",izzxafnykzayvhn,,
2020/3-22 16:15:38 + 00:00,1241760457376976901,"@Ashley9Banda @ginababywan @marion02141 @zd60537086 @alx @realDonaldTrump's situation in China is that the government did conceal the epidemic in the beginning, but after the expert group arrived in Wuhan, the government reacted swiftly. The closure of the city began in Wuhan and the whole country. It should be said that the initial epidemic was already serious, but by stopping the movement of people across the country, factories were shut down, schools were closed, and citizens were advised to stay home, the epidemic was finally contained by the community setting up testing sites. The Wuhan leader was later suspended",b4i9ar7fklkgxfr,,
2020/3-22 16:03:35 + 00:00,124175742341849632,"@lifexch @LoongShao1 @JoeWongComedy isn't the closure of China democratic? Is China's medical support for other countries a political need? Is the fact that the Chinese report positive is needed for publicity? Has the epidemic in China been brought under control, is the data concealed? Is it China's responsibility for the outbreak in the US? Are all the leaders of China making a show? So what would happen if these same things happened in the US?",YLLMAGIC 1,,
2020/3-22 15:53:13 + 00:00,1241754817904521216,"“In every way to defeat a country, the attack is up, the siege is the bottom; the heart is superior, and the soldiers are the bottom. Therefore, it is important to convince a saint to attack the enemy first.” Maybe the war is about to begin! Although Wuhan is the city where the epidemic first broke out, Wuhan was closed down on January 24, and there was no movement of people. According to the hidden period on the 14th, it should have broken out abroad on February 8, right? Now that the Wuhan epidemic is coming to an end in March, should the surge in the number of people in New York be attributed to Wuhan? Stupid America! https://t.co/MA6XeGiwLt",Andbute,,
2020/3-22 15:49:03 + 00:00,1241753768087228417,"@lifexch @LoongShao1 @JoeWongComedy The Chinese never force you to learn from us; we have never imposed our will on others like the West. Just like the measures taken by the epidemic, I'm not asking you to learn, aren't you all saying the closure of the city isn't good? So you came to give me a good idea? Including the kanji you use now, there's no need to learn; 26 letters is enough.",YLLMAGIC 1,,
2020/3-22 15:40:14 + 00:00,1241751549497376770,"Once again, there is a resurgence of rhetoric that undermines China. Now China is facing a resumption of work, and developed countries in the West are facing a work stoppage. In places where the epidemic broke out, the economy was basically driven only by domestic demand. And China also has exports of medical supplies and strong domestic demand (while developed countries face a complete shutdown, where did domestic demand come from?). If China's economy were poor, would the global economy be better than China's? Coupled with the fact that there are no Chinese city closures abroad, can the epidemic really be contained in just a few months?",emruqq2kmiuuds0,,
2020/3-22 15:35:19 + 00:00,1241750312387477510,"@tyou83050071 @_Civil_Rights Whether they were North Korea or not, they all began closing their borders before and after the closure of Wuhan. At that time, Xi had been concealing the epidemic for over a month, and it was too late. Of course it was better than most countries in the world.",Shadowo83013274,,
2020/3-22 15:34:07 + 00:00,1241750008258539522,"@SexCounseling @realDonaldTrump The US should pay compensation to where the world has lost money. China's closure of the city paid a huge price and effectively controlled the epidemic. However, the US under Trump's leadership has always covered up the truth. The US introduced the coronavirus before China, but the president has always covered up the facts, causing the virus to spread all over the world.",Renmin_wansui,,
2020/3-22 15:33:48 + 00:00,1241749930357620737,The death rate “broke eight”! What was the outbreak after Italy's “lockdown” - China News Network: https://t.co/JLxbOuUkL4,TanPengGieEPDV,,
2020/3-22 15:07:17 + 00:00,1241743254770479104,"@B_I_S_hospital he, he doesn't dare to show his face; he's afraid his face will be swollen. 
Counting everything, not counting
 1. The closure of Wuhan will not be able to return at 1:30.
 2. The epidemic in China has been contained, and there has been a full-scale outbreak in the West. 
3. The West is copying Chinese homework
...
 haha, I want to laugh when I think about this funny emotional drama 😂😂😂",DNLMGC1,,
2020/3-22 15:04:23 + 00:00,1241742524705837060,"@wym7163 @dw_chinese China got involved for a while in early to mid-January, but due to its special experience with SARS, they finally chose the most conservative road path for the worst plans. Assuming that its severity was comparable to SARS, the epidemiological characteristics of the virus were not fully understood. Even before the outbreak of the epidemic, the Wuhan/Hubei closure of the province was implemented, the largest and most severe non-medical treatment (NPI) method in human history was implemented. Everything was helped by the national system and various new technological means.",Wenweixin1,,
2020/3-22 14:40:00 + 00:00,1241736388673818624,"@diamondgirl2018 @chatrine_kvinge @CheryMy @mrfelton @canaweb @Fannie27959201 @lumpfish @BuzzPatterson @PeterAlexander @Acosta @POTUS However, after knowing that Wuhan was closed down due to the epidemic, your president didn't start paying attention to the virus and lied that nothing happened in the US. A large number of Americans didn't get it in a timely manner Testing for the virus, the government did not take strong measures to contain the spread of the virus. The US government itself, not China, should be blamed even more for causing the large-scale spread of the epidemic in the US now.",Tea,,
2020-03-22 14:23:51 + 00:00,1241732327216009217,"@FwUbmuWr2usJPLr @LifetimeUSCN If the city weren't closed down, would it be true that 1.4 billion people were tested for nuclei and acid, and there weren't that many healthcare workers and nucleic acid. What's more, it just coincided with the Spring Festival. Had it not been for the closure of the city to break out in various parts of the country, that would have been a real disaster. Look at Italy now.",3p54SB0rkCVkm42,,
2020/3-22 14:22:14 + 00:00,1241731920599437312,"The closure of the country, the closure of the city? The epidemic in Australia has already broken through 1,000. Some people want to go back to Australia, others want to go back home. How to deal with sudden changes. https://t.co/lSvsI6I5Fv https://t.co/6oH5FSjk04",uwai_is_here,,
2020/3-22 14:08:36 + 00:00,1241728488974901249,"
I'm really envious that couples after the closure of the city
 can treat each other without having to carry the rhythm of going to work,
 can take care of each other's bits and pieces,

 can enjoy the dream life of retirement, and what they see every day before bedtime and after waking up
 is the most important person in each other
's life, even the epidemic is scary, and having you by their side is satisfying 😇",Storypranker,,
2020/3-22 14:05:05 + 00:00,1241727602387300354,"Russia closed down the country on 3/22. Russia announced the suspension of flights with all countries from 3/23 to fight against the Chinese virus pneumonia. It appears that Russia's anti-epidemic situation has worsened and is facing an outbreak. Russia is building its first square cabin hospital outside of Moscow. Russia's information is not transparent. Currently, about 300 people have been diagnosed, and nearly 40,000 people have been observed. The patients are spread across dozens of regions in Russia. More than half are concentrated in Moscow. If the epidemic continues to worsen, Moscow or the city will be closed https://t.co/fJ4TM5c1XW",Dylanzhao,,
2020-03-22 14:00:17 + 00:00,1241726395430076417,"[I don't want to be an “epidemic prevention breakthrough” for European and American students returning to Taiwan hoping not to be stigmatized] #中共病毒 With the outbreak of the epidemic, many countries began ordering city closures and state closures. Taiwanese students rushed back to Taiwan to take refuge. International students returning to Taiwan today said that they have all taken care of their own health and are wearing masks abroad, and they will definitely cooperate with the quarantine when they return to Taiwan. I hope Taiwanese people will not stigmatize them. #CCPVirus
 https://t.co/D6FWcIFkSy https://t.co/w3Ul3E4lOH",SoundofHopeOh,,
2020/3-22 13:46:43 + 00:00,1241722980914335744,"Fang Fang's Diary: The epidemic seems stable, but people don't seem to be stable. On the
 59th day of the closure of the city. It's been such a long time! 
The sun was so big yesterday that it's suddenly overcast today. It still rained a bit in the afternoon. The spring rain of this season is still very necessary for the trees and flowers in the yard. Two or three days ago, the cherry blossoms at Wu University were in full bloom, and there were no people under the trees. It is estimated that the reporter took some pictures, which were then distributed among the student group. 
https://t.co/mbDM5ZCcdP https://t.co/Idk7KtC7j1",caichu88,,
2020/3-22 13:41:20 + 00:00,1241721628205051905,"@ChineseWSJ China closed down cities in the past two months, and the outbreak was reported every day after work was shut down. Many countries still haven't paid attention to such a big move, such a transparent and transparent approach. Allowing the virus to spread to its current serious state is incredible! 
However, the current accusations about China's lack of transparency seem so blatant and powerless! It's just looking for scapegoats to throw the pot when their own government has not taken limited measures to cause the spread of the epidemic!",Renwoxing 2020,,
2020/3-22 13:33:39 + 00:00,1241719692827316224,"The @RFAChinese virus probably first appeared in the US in October last year. Obviously, some American athletes who came to China to participate in the military games spread the virus within Wuhan, China. The outbreak was first discovered in Wuhan, China, and the city was closed down on January 23. The whole world has seen the closure of Wuhan! 
China has conveyed news of the virus to the world, but some countries are still watching the fire from the other side, or concealing real data on the epidemic in their own countries, until they can't conceal it and start throwing the pot",Katezhu6,,
