conversation_id,created_at,author_id,text,Id,edit_history_tweet_ids,author_name,original_text
1.641106436796355e+18,2023-03-29T15:53:59 .000Z,1.637496038381736e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.641106436796355e+18,['1641106436796354560'],Maretta2008,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.64109886759594e+18,2023-03-29T15:23:54 .000Z,1.218901281231655e+18,"RT @CAPy9iUiGOJqqFG: Whether it's a good thing or a bad thing, as long as it's happened, people will leave more or less memories. It's just that some memories are forgotten in a blink of an eye, while others stay for a long time. _x000D_
 _x000D_
 However, some people don't like to see people leave memories of the three-year epidemic, so they begin to tamper with people's memories of the three-year epidemic, just as if the horrible blockade of the city had never happened...",1.64109886759594e+18,['1641098867595939840'],LeungWingKong1,"Whether it's a good thing or a bad thing, as long as it's happened, people will always leave memories. It's just that some memories are forgotten in a blink of an eye, while others stay for a long time. _x000D_
 _x000D_
 However, some people don't like to see people leave memories of the three-year epidemic, so they begin to tamper with people's memories of the three-year epidemic, just as if the horrible blockade of the city had never happened..."
1.64109661749026e+18,2023-03-29T15:14:58 .000Z,7.207722415169413e+17,"Big water in Zhengzhou, Xi Baozi ran to Tibet_x000D_ the
 Wuhan epidemic, Xi Jinping got a video link _x000D_
 Shanghai closed down, Xi Baozi traveled mountains and water in Sichuan and Xinjiang _x000D_
 _x000D_
 Now that Ukraine is at war, Xi Baozi dares to go? https://t.co/p8Aj6NbF1M",1.64109661749026e+18,['1641096617490259968'],XiJPDynasty,"Big water in Zhengzhou, Xi Baozi ran to Tibet_x000D_ the
 Wuhan epidemic, Xi Jinping got a video link _x000D_
 Shanghai closed down, Xi Baozi traveled mountains and water in Sichuan and Xinjiang _x000D_
 _x000D_
 Now that Ukraine is at war, Xi Baozi dares to go? https://t.co/p8Aj6NbF1M"
1.640993588023812e+18,2023-03-29T15:14:48 .000Z,7.207722415169413e+17,"@RFI_Cn Zhengzhou Dashui, Xi Baozi ran to Tibet_x000D_
 Wuhan outbreak, Xi Jinping got a video link _x000D_
 Shanghai closed down, Xi Baozi ran off mountains and water in Sichuan and Xinjiang _x000D_
 _x000D_
 Now that Ukraine is at war, Xi Baozi dares to go?",1.641096575786303e+18,['1641096575786303488'],XiJPDynasty,"@RFI_Cn Zhengzhou Dashui, Xi Baozi ran to Tibet_x000D_
 Wuhan outbreak, Xi Jinping got a video link _x000D_
 Shanghai closed down, Xi Baozi ran off mountains and water in Sichuan and Xinjiang _x000D_
 _x000D_
 Now that Ukraine is at war, Xi Baozi dares to go?"
1.641091433334718e+18,2023-03-29T14:54:22 .000Z,1.327555158264353e+18,"RT @Yc18374511952: [Do you believe in light] The _x000D_
 epidemic has been closed down in Chengdu for so long, and being able to maintain this frequency of updates is also embarrassing for my own inventory. The quality of the films has begun to decline because inventory has declined drastically, and many of them are old pictures that weren't posted at the beginning of the year. When the blockade of Chengdu is lifted, we need to take a wave of stock materials, and we want to collaborate on private message photos of the good-looking, 🍆 big treasure. _x000D_
 _x000D_
 📷 | @Yc1837451...",1.641091433334718e+18,['1641091433334718465'],Dojin64716878,"[Do you believe in light] _x000D_ The
 epidemic has been closed down in Chengdu for so long, and being able to maintain this frequency of updates is also embarrassing for my inventory. The quality of the films began to decline. Because of the sharp decline in inventory, many of them are old pictures that weren't posted at the beginning of the year. When the blockade of Chengdu is lifted, we need to take a wave of stock materials, and we want to collaborate on private message photos of the good-looking, 🍆 big treasure. _x000D_
 _x000D_
 📷 | @Yc1837451..."
1.641021130554106e+18,2023-03-29T14:09:37 .000Z,1.517160372511584e+18,"@KC35643345 @zaobaosg Of course he doesn't dare to go. The Wuhan outbreak was being directed across the screen. He feared being swept away by the Henan floods, and went to Hainan to investigate with the closure of the city of Shanghai. These goods are so afraid to die. What should I do if they go to Ukraine and get bombed to death? He still has to be an emperor and live a good life!",1.64108017052101e+18,['1641080170521010176'],shiguang923416,"@KC35643345 @zaobaosg Of course he doesn't dare to go. The Wuhan outbreak was being directed across the screen. He feared being swept away by the Henan floods, and went to Hainan to investigate with the closure of the city of Shanghai. These goods are so afraid to die. What should I do if they go to Ukraine and get bombed to death? He still has to be an emperor and live a good life!"
1.641064964969615e+18,2023-03-29T13:09:11 .000Z,1.238831198513832e+18,"Whether it's a good thing or a bad thing, as long as it's happened, people will always leave memories. It's just that some memories are forgotten in a blink of an eye, while others stay for a long time. _x000D_
 _x000D_
 However, some people don't like to see people leave memories of the three-year epidemic, so they begin to tamper with people's memories of the three-year epidemic, just as if those horrible city closures had never happened. https://t.co/8x5vIyduXu https://t.co/seuHVDSFHH",1.641064964969615e+18,['1641064964969615363'],capy9iuigoJqqfg,"Whether it's a good thing or a bad thing, as long as it's happened, people will always leave memories. It's just that some memories are forgotten in a blink of an eye, while others stay for a long time. _x000D_
 _x000D_
 However, some people don't like to see people leave memories of the three-year epidemic, so they begin to tamper with people's memories of the three-year epidemic, just as if those horrible city closures had never happened. https://t.co/8x5vIyduXu https://t.co/seuHVDSFHH"
1.641026968698204e+18,2023-03-29T12:53:27 .000Z,8.274947252172513e+17,"@QED_2022 When the city was closed down in those three years after the pandemic didn't let them go out, there was a big problem long ago. How many years will it take to make up for it?",1.641061003923427e+18,['1641061003923427330'],EricChen0312,"@QED_2022 When the city was closed down in those three years after the pandemic didn't let them go out, there was a big problem long ago. How many years will it take to make up for it?"
1.641056141642793e+18,2023-03-29T12:34:08 .000Z,1698453373.0,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.641056141642793e+18,['1641056141642792961'],aa_sdasfsf,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.641055945198273e+18,2023-03-29T12:33:21 .000Z,4867870409.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.641055945198273e+18,['1641055945198272512'],J_eirmate,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.641031711566725e+18,2023-03-29T11:29:23 .000Z,1.53223581899511e+18,"A friend's company that started a business in Shanghai just got better in two or three years. When the epidemic came, the loans that were supposed to sell that loan were meant to get over it, and the closure of the city came. It's probably hopeless. Contact family and friends one by one to find a solution. Unfortunately, we couldn't do anything but comfort and encouragement, and when the blockade ended, I posted his obituary in my circle of friends. What's even more magical is selling the Neighborhood Committee and saying it was a voluntary blockade",1.641039846578991e+18,['1641039846578991106'],dzdzeazzkid,"A friend's company that started a business in Shanghai just got better in two or three years. When the epidemic came, the loans that were supposed to sell that loan were meant to get over it, and the closure of the city came. It's probably hopeless. Contact family and friends one by one to find a solution. Unfortunately, we couldn't do anything but comfort and encouragement, and when the blockade ended, I posted his obituary in my circle of friends. What's even more magical is selling the Neighborhood Committee and saying it was a voluntary blockade"
1.641028904256172e+18,2023-03-29T10:45:54 .000Z,1.259822443696402e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.641028904256172e+18,['1641028904256172033'],Antippt,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.641020074051133e+18,2023-03-29T10:10:48 .000Z,2418859497.0,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.641020074051133e+18,['164102007/4051133440'],Shuaibcolin,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.641012417927807e+18,2023-03-29T09:40:23 .000Z,19016477.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.641012417927807e+18,['1641012417927806976'],Antoniont1,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.641007207604175e+18,2023-03-29T09:19:41 .000Z,9.061858198361866e+17,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.641007207604175e+18,['1641007207604174848'],Ssepuppylover,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.641006346018644e+18,2023-03-29T09:16:15 .000Z,1.307683242653266e+18,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.641006346018644e+18,['1641006346018643968'],SamblazKOWICZ,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.641005757280965e+18,2023-03-29T09:13:55 .000Z,3026990185.0,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.641005757280965e+18,['1641005757280964608'],HKOkBore,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.640990698571743e+18,2023-03-29T08:14:05 .000Z,1338880777.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640990698571743e+18,['1640990698571743233'],wsyyzqflbzzy,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640990037243474e+18,2023-03-29T08:11:27 .000Z,1.602863020438585e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640990037243474e+18,['1640990037243473921'],HSabrinle,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640985480782131e+18,2023-03-29T07:53:21 .000Z,111903594.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640985480782131e+18,['1640985480782131200'],Sweetchopin,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640973733375652e+18,2023-03-29T07:06:40 .000Z,1.220023920234942e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640973733375652e+18,['1640973733375651841'],Dumujingxian,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.64097341857638e+18,2023-03-29T07:05:25.000Z,111903594.0,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.64097341857638e+18,['1640973418576379904'],Sweetchopin,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.640971916889694e+18,2023-03-29T06:59:27 .000Z,1.162532347276739e+18,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.640971916889694e+18,['1640971916889694208'],Sanzhao41,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.640967199279186e+18,2023-03-29T06:40:42 .000Z,1.302265414018163e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640967199279186e+18,['1640967199279185920'],Snowinger2,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640963868917678e+18,2023-03-29T06:27:28 .000Z,1.141836296903692e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640963868917678e+18,['1640963868917678081'],fanhua89,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640963709882479e+18,2023-03-29T06:26:50 .000Z,1.163652005203571e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640963709882479e+18,['1640963709882478592'],mrbbfbd31k7jy2b,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640960109416423e+18,2023-03-29T06:12:32 .000Z,7.640091411404923e+17,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640960109416423e+18,['1640960109416423425'],Mixandua,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640955147734983e+18,2023-03-29T05:52:49 .000Z,35148873.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640955147734983e+18,['1640955147734982657'],Ididwy,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640948277976891e+18,2023-03-29T05:25:31 .000Z,1.499736887476748e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640948277976891e+18,['1640948277976891392'],ArtistSuper3,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640946469598376e+18,2023-03-29T05:18:20 .000Z,1.284513869713379e+18,"RT @yerbol_yezhen: Three years after the pandemic, East Turkestan's city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually...",1.640946469598376e+18,['1640946469598375937'],BraveNewChina64,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually..."
1.640942204075262e+18,2023-03-29T05:01:23 .000Z,7.198869303396352e+17,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640942204075262e+18,['1640942204075261954'],YANSLOON,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640941198360838e+18,2023-03-29T04:57:23 .000Z,4702957434.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640941198360838e+18,['1640941198360838145'],Snow_Ukn,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640937538687848e+18,2023-03-29T04:42:51 .000Z,7.812265345520312e+17,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually taking effect. _x000D_
 _x000D_ The
 Han people in Urumqi are all lamenting: they can't find migrant workers for decoration! https://t.co/CMThTopEqU",1.640937538687848e+18,['1640937538687848448'],yerbol_yezhen,"Three years after the pandemic, East Turkestan city closure policy was far stricter than the mainland. Urumqi and Yining are closed every year, every time for a few months. As long as they are not in public institutions or state-owned enterprises, large numbers of Han people have fled East Turkestan, especially after the fire. The
 days of the Han people growing cotton in the
 _x000D_ _x000D_ Corps were even saddened. The US law imposing sanctions on “cotton from Xinjiang” is gradually taking effect. _x000D_
 _x000D_ The
 Han people in Urumqi are all lamenting: they can't find migrant workers for decoration! https://t.co/CMThTopEqU"
1.640933231532057e+18,2023-03-29T04:25:44 .000Z,1.072997660833894e+18,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640933231532057e+18,['1640933231532056582'],JinRan19,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640925463035142e+18,2023-03-29T03:54:51 .000Z,2788078109.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640925463035142e+18,['164092546303514144'],HKDEMONOW,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
1.640919088884257e+18,2023-03-29T03:29:32 .000Z,307298465.0,"RT @initiumnews: “Xu Qiu still thinks it's the best city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7...",1.640919088884257e+18,['1640919088884256768'],Fawkes 4,"“Xu Qiu still feels that it is the best and most suitable city for living in China. But she also realized that no matter how good Shanghai is, it's just “Titanic's first class.” _x000D_
 _x000D_
 When the sound of April sounded again, Shanghai was no longer the same as when it closed down last year. Now the entire city is reviving, and the traces of the epidemic have been erased clean and clean. https://t.co/qgu7..."
